"Busco id"	Status	Sequence	Score	Length
489858at33208	Complete	Agalma_elegans@601346	182.0	177
489997at33208	Complete	Agalma_elegans@531719	280.1	316
490248at33208	Complete	Agalma_elegans@599295	213.9	171
491252at33208	Complete	Agalma_elegans@635413	194.5	178
491289at33208	Complete	Agalma_elegans@562887	276.6	244
492033at33208	Complete	Agalma_elegans@511370	295.6	168
493913at33208	Complete	Agalma_elegans@550743	415.1	396
494057at33208	Complete	Agalma_elegans@631276	153.9	145
495100at33208	Complete	Agalma_elegans@557046	398.5	218
495175at33208	Complete	Agalma_elegans@621246	224.7	180
495207at33208	Complete	Agalma_elegans@582518	228.8	217
495311at33208	Complete	Agalma_elegans@533941	273.3	161
495329at33208	Complete	Agalma_elegans@552140	180.4	177
495389at33208	Complete	Agalma_elegans@510559	133.1	178
495605at33208	Complete	Agalma_elegans@578804	336.4	201
496070at33208	Complete	Agalma_elegans@536746	104.9	154
496219at33208	Complete	Agalma_elegans@582907	368.7	248
498535at33208	Complete	Agalma_elegans@537438	355.0	253
500261at33208	Complete	Agalma_elegans@522862	348.6	316
501396at33208	Complete	Agalma_elegans@581102	280.3	168
501546at33208	Complete	Agalma_elegans@530040	110.1	115
501788at33208	Complete	Agalma_elegans@638904	166.8	152
502128at33208	Complete	Agalma_elegans@519217	364.0	306
502407at33208	Duplicated	Agalma_elegans@584296	233.6	172
502407at33208	Duplicated	Agalma_elegans@650188	215.9	174
502429at33208	Complete	Agalma_elegans@534375	253.3	188
502584at33208	Complete	Agalma_elegans@525036	129.8	239
502691at33208	Duplicated	Agalma_elegans@597762	343.9	205
502691at33208	Duplicated	Agalma_elegans@571164	342.5	205
503333at33208	Complete	Agalma_elegans@515269	457.8	261
503828at33208	Complete	Agalma_elegans@573464	140.8	239
504207at33208	Complete	Agalma_elegans@596894	428.5	307
504292at33208	Complete	Agalma_elegans@637753	215.3	169
504691at33208	Duplicated	Agalma_elegans@510581	131.6	123
504691at33208	Duplicated	Agalma_elegans@623554	128.9	129
504731at33208	Complete	Agalma_elegans@630613	340.6	237
504912at33208	Complete	Agalma_elegans@570635	91.3	126
505248at33208	Complete	Agalma_elegans@522210	231.4	169
505718at33208	Complete	Agalma_elegans@578409	64.9	116
508188at33208	Complete	Agalma_elegans@626161	271.1	250
508379at33208	Complete	Agalma_elegans@562013	189.9	130
508986at33208	Complete	Agalma_elegans@644261	123.5	187
509494at33208	Duplicated	Agalma_elegans@586120	240.2	144
509494at33208	Duplicated	Agalma_elegans@586119	240.1	144
509494at33208	Duplicated	Agalma_elegans@527350	230.9	139
509816at33208	Complete	Agalma_elegans@646509	186.6	157
510174at33208	Complete	Agalma_elegans@557905	330.1	295
510522at33208	Complete	Agalma_elegans@602460	185.6	197
510581at33208	Complete	Agalma_elegans@513926	305.2	230
511272at33208	Complete	Agalma_elegans@613352	188.2	212
511386at33208	Complete	Agalma_elegans@560796	393.1	398
511575at33208	Complete	Agalma_elegans@523675	256.0	160
511668at33208	Complete	Agalma_elegans@548284	176.2	195
514121at33208	Complete	Agalma_elegans@512425	283.3	206
514296at33208	Complete	Agalma_elegans@618766	214.4	135
514565at33208	Complete	Agalma_elegans@546295	360.8	190
514675at33208	Complete	Agalma_elegans@522816	227.1	200
514698at33208	Complete	Agalma_elegans@618242	184.7	154
514724at33208	Complete	Agalma_elegans@605613	189.8	172
514727at33208	Complete	Agalma_elegans@650586	60.5	176
514740at33208	Complete	Agalma_elegans@542410	253.0	177
514834at33208	Complete	Agalma_elegans@609500	141.1	196
514892at33208	Complete	Agalma_elegans@546692	305.7	204
515058at33208	Complete	Agalma_elegans@572367	497.6	373
515377at33208	Complete	Agalma_elegans@629582	143.8	150
515410at33208	Complete	Agalma_elegans@568298	185.5	144
515528at33208	Complete	Agalma_elegans@636141	186.3	228
515640at33208	Complete	Agalma_elegans@615515	324.4	193
516078at33208	Complete	Agalma_elegans@543734	312.5	238
516321at33208	Complete	Agalma_elegans@536347	195.5	113
516481at33208	Complete	Agalma_elegans@525822	114.3	149
516716at33208	Complete	Agalma_elegans@627190	270.3	448
517311at33208	Complete	Agalma_elegans@514780	211.7	156
517525at33208	Complete	Agalma_elegans@609833	421.8	271
517686at33208	Complete	Agalma_elegans@644243	123.9	99
517968at33208	Complete	Agalma_elegans@570861	124.0	122
518288at33208	Complete	Agalma_elegans@550198	413.1	301
518569at33208	Complete	Agalma_elegans@559720	325.7	301
518635at33208	Complete	Agalma_elegans@548737	415.1	341
519030at33208	Complete	Agalma_elegans@547196	159.0	194
519303at33208	Fragmented	Agalma_elegans@649599	214.3	165
519777at33208	Complete	Agalma_elegans@643214	195.4	212
520011at33208	Complete	Agalma_elegans@596661	180.6	210
521343at33208	Complete	Agalma_elegans@608495	76.6	110
522886at33208	Complete	Agalma_elegans@510669	172.6	159
522988at33208	Complete	Agalma_elegans@651068	281.2	261
523206at33208	Complete	Agalma_elegans@535382	127.3	171
523376at33208	Complete	Agalma_elegans@607660	229.0	218
523534at33208	Complete	Agalma_elegans@621896	265.7	150
524148at33208	Complete	Agalma_elegans@635053	355.8	324
524165at33208	Complete	Agalma_elegans@617548	223.9	324
524322at33208	Complete	Agalma_elegans@648697	149.6	128
525542at33208	Duplicated	Agalma_elegans@609333	188.2	173
525542at33208	Duplicated	Agalma_elegans@584869	160.8	204
525888at33208	Complete	Agalma_elegans@627240	206.5	157
526074at33208	Complete	Agalma_elegans@645039	266.7	165
526487at33208	Complete	Agalma_elegans@622550	309.3	188
526673at33208	Complete	Agalma_elegans@631596	401.0	264
527406at33208	Complete	Agalma_elegans@527722	360.8	253
528325at33208	Complete	Agalma_elegans@564417	289.6	158
529092at33208	Duplicated	Agalma_elegans@581175	166.7	115
529092at33208	Duplicated	Agalma_elegans@649216	161.9	121
529093at33208	Duplicated	Agalma_elegans@570913	316.1	221
529093at33208	Duplicated	Agalma_elegans@589523	310.7	230
529093at33208	Duplicated	Agalma_elegans@520027	309.0	199
529708at33208	Complete	Agalma_elegans@594575	170.5	217
529852at33208	Complete	Agalma_elegans@576077	149.1	141
530431at33208	Complete	Agalma_elegans@542407	445.9	386
532406at33208	Duplicated	Agalma_elegans@618835	256.5	191
532406at33208	Duplicated	Agalma_elegans@618827	256.4	191
532693at33208	Complete	Agalma_elegans@600265	255.1	226
532728at33208	Complete	Agalma_elegans@640896	152.2	132
532930at33208	Complete	Agalma_elegans@511594	183.8	184
533666at33208	Complete	Agalma_elegans@641901	74.8	171
533690at33208	Complete	Agalma_elegans@586797	254.6	181
534172at33208	Complete	Agalma_elegans@599608	213.7	202
534206at33208	Complete	Agalma_elegans@562522	106.5	181
534312at33208	Complete	Agalma_elegans@524193	249.0	133
534757at33208	Complete	Agalma_elegans@618757	171.8	197
534808at33208	Complete	Agalma_elegans@590669	303.4	275
535268at33208	Complete	Agalma_elegans@640471	274.9	176
535367at33208	Complete	Agalma_elegans@575292	218.8	202
535524at33208	Complete	Agalma_elegans@559164	259.9	160
535650at33208	Complete	Agalma_elegans@626572	263.4	179
535664at33208	Complete	Agalma_elegans@580800	124.6	100
535782at33208	Complete	Agalma_elegans@522487	188.0	162
535806at33208	Complete	Agalma_elegans@579795	149.8	132
536251at33208	Complete	Agalma_elegans@550265	129.9	127
537470at33208	Complete	Agalma_elegans@580331	251.0	159
537548at33208	Complete	Agalma_elegans@609726	275.8	176
537718at33208	Complete	Agalma_elegans@633483	224.1	225
537923at33208	Complete	Agalma_elegans@554197	271.6	156
538442at33208	Complete	Agalma_elegans@615211	111.0	144
539043at33208	Complete	Agalma_elegans@526361	235.7	146
539215at33208	Complete	Agalma_elegans@560570	62.7	127
539234at33208	Duplicated	Agalma_elegans@571076	224.0	130
539234at33208	Duplicated	Agalma_elegans@603466	222.0	130
539360at33208	Complete	Agalma_elegans@534476	152.3	164
539600at33208	Complete	Agalma_elegans@528489	187.1	176
540193at33208	Complete	Agalma_elegans@631301	175.9	370
541231at33208	Complete	Agalma_elegans@551742	104.6	194
541260at33208	Fragmented	Agalma_elegans@554601	79.1	63
541421at33208	Complete	Agalma_elegans@591219	227.1	174
543124at33208	Complete	Agalma_elegans@511641	272.8	248
544546at33208	Complete	Agalma_elegans@542253	95.7	125
544919at33208	Complete	Agalma_elegans@620614	147.1	319
545063at33208	Complete	Agalma_elegans@542952	90.3	207
545389at33208	Complete	Agalma_elegans@586059	258.5	166
545641at33208	Complete	Agalma_elegans@638612	202.2	121
545889at33208	Duplicated	Agalma_elegans@585807	154.7	136
545889at33208	Duplicated	Agalma_elegans@615865	152.5	139
546305at33208	Complete	Agalma_elegans@541641	86.8	107
546751at33208	Complete	Agalma_elegans@626254	243.8	168
547099at33208	Complete	Agalma_elegans@564761	223.1	177
547341at33208	Complete	Agalma_elegans@582634	199.9	180
547766at33208	Complete	Agalma_elegans@604460	233.2	159
548327at33208	Complete	Agalma_elegans@516047	174.6	127
548444at33208	Complete	Agalma_elegans@644128	256.3	249
548732at33208	Complete	Agalma_elegans@555855	195.8	132
549156at33208	Complete	Agalma_elegans@607941	225.7	137
549988at33208	Complete	Agalma_elegans@591232	70.4	165
551166at33208	Complete	Agalma_elegans@556397	159.5	100
551620at33208	Fragmented	Agalma_elegans@627695	73.3	124
551632at33208	Complete	Agalma_elegans@578645	246.1	178
551831at33208	Complete	Agalma_elegans@636936	263.1	204
552201at33208	Complete	Agalma_elegans@548143	323.3	182
552359at33208	Complete	Agalma_elegans@589882	140.8	114
552764at33208	Complete	Agalma_elegans@594112	303.2	171
552949at33208	Complete	Agalma_elegans@610821	78.8	147
553411at33208	Complete	Agalma_elegans@565726	143.8	168
553585at33208	Complete	Agalma_elegans@572133	281.2	220
554010at33208	Complete	Agalma_elegans@538226	268.5	209
554815at33208	Complete	Agalma_elegans@546686	235.2	183
555162at33208	Complete	Agalma_elegans@557616	276.8	148
555390at33208	Complete	Agalma_elegans@586519	228.8	129
555538at33208	Complete	Agalma_elegans@626193	113.3	136
556189at33208	Complete	Agalma_elegans@568252	144.8	175
556337at33208	Complete	Agalma_elegans@568541	206.2	124
556445at33208	Complete	Agalma_elegans@626698	91.3	112
556461at33208	Complete	Agalma_elegans@535275	81.0	96
556510at33208	Complete	Agalma_elegans@567539	177.1	131
556587at33208	Complete	Agalma_elegans@617069	69.6	113
556750at33208	Complete	Agalma_elegans@610829	83.8	111
556925at33208	Complete	Agalma_elegans@549218	48.2	111
557292at33208	Complete	Agalma_elegans@561224	205.9	186
557596at33208	Complete	Agalma_elegans@515042	315.4	180
557694at33208	Complete	Agalma_elegans@560873	52.6	216
557834at33208	Complete	Agalma_elegans@587433	343.1	369
557962at33208	Complete	Agalma_elegans@579867	298.9	220
558368at33208	Complete	Agalma_elegans@517476	181.2	178
558385at33208	Complete	Agalma_elegans@643617	221.8	208
558552at33208	Complete	Agalma_elegans@519462	201.9	107
558791at33208	Complete	Agalma_elegans@649725	228.7	123
558897at33208	Complete	Agalma_elegans@643361	158.6	148
558933at33208	Complete	Agalma_elegans@626081	229.9	182
559146at33208	Complete	Agalma_elegans@613532	78.4	90
559501at33208	Complete	Agalma_elegans@593117	274.0	213
559576at33208	Duplicated	Agalma_elegans@592428	261.9	265
559576at33208	Duplicated	Agalma_elegans@640241	256.6	273
559732at33208	Complete	Agalma_elegans@626083	58.2	87
559883at33208	Complete	Agalma_elegans@545395	198.3	156
560453at33208	Duplicated	Agalma_elegans@546859	259.6	149
560453at33208	Duplicated	Agalma_elegans@546850	258.4	149
560584at33208	Complete	Agalma_elegans@543138	126.6	102
560694at33208	Complete	Agalma_elegans@643838	276.3	210
561054at33208	Complete	Agalma_elegans@604326	174.4	129
561248at33208	Complete	Agalma_elegans@619084	142.1	173
561417at33208	Complete	Agalma_elegans@565550	173.4	124
561688at33208	Complete	Agalma_elegans@608095	211.7	183
561878at33208	Complete	Agalma_elegans@651236	218.7	192
561943at33208	Complete	Agalma_elegans@558742	324.2	243
562780at33208	Complete	Agalma_elegans@558906	228.8	163
563084at33208	Complete	Agalma_elegans@541600	54.6	78
563358at33208	Complete	Agalma_elegans@644178	152.3	143
563359at33208	Complete	Agalma_elegans@646150	148.9	183
563426at33208	Complete	Agalma_elegans@522966	290.7	294
563679at33208	Complete	Agalma_elegans@561023	130.0	98
563832at33208	Complete	Agalma_elegans@572500	102.1	133
564234at33208	Complete	Agalma_elegans@540469	204.3	156
564286at33208	Complete	Agalma_elegans@515796	211.3	117
565053at33208	Complete	Agalma_elegans@631181	146.4	167
566116at33208	Complete	Agalma_elegans@529738	332.1	215
566262at33208	Complete	Agalma_elegans@630019	133.4	100
566447at33208	Complete	Agalma_elegans@524921	142.2	154
566527at33208	Complete	Agalma_elegans@563592	229.8	176
566916at33208	Complete	Agalma_elegans@629651	53.1	95
567650at33208	Complete	Agalma_elegans@647379	131.8	455
567750at33208	Complete	Agalma_elegans@597892	145.8	104
567809at33208	Duplicated	Agalma_elegans@634223	199.4	114
567809at33208	Duplicated	Agalma_elegans@634222	195.1	116
568022at33208	Complete	Agalma_elegans@516039	204.9	151
568170at33208	Complete	Agalma_elegans@648323	129.4	167
568839at33208	Complete	Agalma_elegans@628889	180.8	209
568949at33208	Complete	Agalma_elegans@537440	231.8	165
569294at33208	Complete	Agalma_elegans@558243	140.0	116
569303at33208	Complete	Agalma_elegans@575267	254.6	268
569878at33208	Complete	Agalma_elegans@543915	211.0	296
570262at33208	Complete	Agalma_elegans@627566	217.1	174
570646at33208	Duplicated	Agalma_elegans@577549	177.0	140
570646at33208	Duplicated	Agalma_elegans@582534	176.4	140
570717at33208	Complete	Agalma_elegans@643908	235.6	168
571149at33208	Complete	Agalma_elegans@563396	60.7	102
571944at33208	Complete	Agalma_elegans@610306	133.9	199
572074at33208	Complete	Agalma_elegans@560774	144.2	270
572434at33208	Complete	Agalma_elegans@648777	244.5	187
572463at33208	Complete	Agalma_elegans@604433	255.5	211
572754at33208	Complete	Agalma_elegans@597385	170.3	123
572845at33208	Fragmented	Agalma_elegans@526150	123.1	78
573203at33208	Complete	Agalma_elegans@600428	217.8	212
573237at33208	Complete	Agalma_elegans@515999	244.7	228
573313at33208	Complete	Agalma_elegans@541574	240.6	257
574311at33208	Complete	Agalma_elegans@529859	16.4	73
575360at33208	Complete	Agalma_elegans@535387	154.8	125
576633at33208	Complete	Agalma_elegans@561445	266.2	168
576938at33208	Complete	Agalma_elegans@602477	92.9	93
576997at33208	Complete	Agalma_elegans@628587	193.5	144
577068at33208	Complete	Agalma_elegans@550961	197.6	199
577929at33208	Fragmented	Agalma_elegans@560764	36.8	75
578354at33208	Complete	Agalma_elegans@595103	203.8	126
578582at33208	Complete	Agalma_elegans@646576	185.0	138
578684at33208	Fragmented	Agalma_elegans@514358	106.3	126
578726at33208	Complete	Agalma_elegans@650953	198.3	175
578734at33208	Complete	Agalma_elegans@615441	184.1	192
578959at33208	Complete	Agalma_elegans@623870	139.4	114
579029at33208	Complete	Agalma_elegans@611690	94.4	134
580062at33208	Complete	Agalma_elegans@544125	148.0	155
580288at33208	Complete	Agalma_elegans@564136	209.6	116
580851at33208	Complete	Agalma_elegans@633106	63.4	109
580896at33208	Complete	Agalma_elegans@641341	167.5	182
581006at33208	Complete	Agalma_elegans@562910	101.4	120
581475at33208	Complete	Agalma_elegans@596740	119.6	129
581543at33208	Fragmented	Agalma_elegans@544646	57.1	99
581547at33208	Complete	Agalma_elegans@562654	230.5	152
581621at33208	Duplicated	Agalma_elegans@626063	290.8	160
581621at33208	Duplicated	Agalma_elegans@599154	279.5	154
581717at33208	Complete	Agalma_elegans@626050	201.9	226
581779at33208	Complete	Agalma_elegans@515604	139.9	258
582341at33208	Complete	Agalma_elegans@597210	203.7	103
582473at33208	Complete	Agalma_elegans@539167	210.8	156
582823at33208	Fragmented	Agalma_elegans@626276	132.1	124
583626at33208	Complete	Agalma_elegans@517098	87.5	131
584023at33208	Complete	Agalma_elegans@624678	208.6	210
584333at33208	Complete	Agalma_elegans@608215	55.4	108
584373at33208	Complete	Agalma_elegans@595799	68.0	54
585078at33208	Complete	Agalma_elegans@520157	81.8	86
585232at33208	Complete	Agalma_elegans@541537	129.8	107
585305at33208	Complete	Agalma_elegans@582121	166.4	85
585313at33208	Complete	Agalma_elegans@608257	245.8	173
585656at33208	Complete	Agalma_elegans@534276	206.8	144
585726at33208	Complete	Agalma_elegans@556105	183.7	156
585809at33208	Complete	Agalma_elegans@573044	187.5	210
586156at33208	Duplicated	Agalma_elegans@570654	126.6	113
586156at33208	Duplicated	Agalma_elegans@509799	126.0	114
586310at33208	Complete	Agalma_elegans@558894	154.7	144
586690at33208	Complete	Agalma_elegans@648601	151.8	117
586719at33208	Complete	Agalma_elegans@617864	206.7	127
587399at33208	Complete	Agalma_elegans@576993	127.9	150
587407at33208	Complete	Agalma_elegans@606904	131.3	174
587513at33208	Complete	Agalma_elegans@569569	269.6	293
587688at33208	Complete	Agalma_elegans@575060	83.6	83
587958at33208	Complete	Agalma_elegans@617331	177.8	83
589773at33208	Complete	Agalma_elegans@628771	63.4	52
589901at33208	Complete	Agalma_elegans@514530	298.3	314
590221at33208	Complete	Agalma_elegans@569829	96.2	95
590347at33208	Complete	Agalma_elegans@632402	130.4	127
590416at33208	Complete	Agalma_elegans@522361	255.1	182
590470at33208	Complete	Agalma_elegans@596739	187.6	206
591316at33208	Complete	Agalma_elegans@590824	140.4	110
591391at33208	Complete	Agalma_elegans@609503	152.7	131
591498at33208	Complete	Agalma_elegans@560526	137.0	162
592087at33208	Complete	Agalma_elegans@578127	229.3	160
592094at33208	Complete	Agalma_elegans@580472	258.3	171
592759at33208	Complete	Agalma_elegans@515316	220.7	185
592872at33208	Complete	Agalma_elegans@534527	178.0	146
594172at33208	Complete	Agalma_elegans@555635	240.0	121
594271at33208	Complete	Agalma_elegans@598766	77.2	91
594842at33208	Complete	Agalma_elegans@609512	167.9	118
595010at33208	Complete	Agalma_elegans@628280	252.0	252
595316at33208	Complete	Agalma_elegans@542164	175.0	131
595404at33208	Complete	Agalma_elegans@564570	185.7	125
595858at33208	Complete	Agalma_elegans@515374	380.5	318
596131at33208	Complete	Agalma_elegans@648545	158.2	101
