Orthogroup,class,Common_blast,species,tissue,expression,Gene,gene_tree
OG0003596,TVG,P13466|GELA_DICDI Gelation factor,Agalma elegans,PalmatGasmat,0.5197344674917702,528045,3fdfc47a41b66234148f6206f8c72bd5
OG0004061,TVG,Q9U1I1|ESN_DROME Protein espinas,Agalma elegans,PalmatGasmat,0.8555494459212998,640621,e19617979b5bb551cfb6373de86e2205
OG0005497,TVG,Q5RBN9|TAD2B_PONAB Transcriptional adapter 2-beta,Agalma elegans,PalmatGasmat,0.8331500479027811,545634,a8667ab3a69758f538ceb43abb060b89
OG0005584,TVG,Q9JI99|SGPP1_MOUSE Sphingosine-1-phosphate phosphatase 1,Agalma elegans,PalmatGasmat,0.8864444800076816,531935,06cf3fcca4f3926077ff6b2bc9741c96
OG0005686,TVG,Q8BR65|SDS3_MOUSE Sin3 histone deacetylase corepressor complex component SDS3,Agalma elegans,PalmatGasmat,0.8667855060779939,606618,295a5780e2f9c2c9a9b200c18472e30f
OG0005715,TVG,Q96RK4|BBS4_HUMAN Bardet-Biedl syndrome 4 protein,Agalma elegans,PalmatGasmat,0.8859289092356674,523188,a6d1ea8e92fd848b4288271cbab6c383
OG0005728,TVG,"Q8IVH4|MMAA_HUMAN Methylmalonic aciduria type A protein, mitochondrial",Agalma elegans,PalmatGasmat,0.7784609595174495,551847,NA
OG0005802,TVG,O95980|RECK_HUMAN Reversion-inducing cysteine-rich protein with Kazal motifs,Agalma elegans,PalmatGasmat,0.7910620458800132,569873,a464225c8d418f701010a7e73ae15d7a
OG0005842,TVG,A4QNN3|UBP30_XENTR Ubiquitin carboxyl-terminal hydrolase 30,Agalma elegans,PalmatGasmat,0.84075770661707006,618310,6944f875ac40fc2dac29dffc2a3aecc0
OG0005602,TVG,"Q6GVM3|IF1AY_PANTR Eukaryotic translation initiation factor 1A, Y-chromosomal",Agalma elegans,PalmatGasmat,0.9614013883338106,602633,NA
OG0005622,TVG,"Q9UMS0|NFU1_HUMAN NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",Agalma elegans,PalmatGasmat,0.8978834934141011,548758,aebadc92458729d2c188413327639b87
OG0005632,TVG,Q80YQ8|RMD5A_MOUSE Protein RMD5 homolog A,Agalma elegans,PalmatGasmat,0.9066304266922652,622804,NA
OG0005680,TVG,Q6GLS8|FRG1_XENLA Protein FRG1 {ECO:0000250|UniProtKB:Q14331},Agalma elegans,PalmatGasmat,0.8390532500329412,628889,NA
OG0005687,TVG,Q4G055|RBM40_RAT RNA-binding protein 40,Agalma elegans,PalmatGasmat,0.8117615882401319,539676,NA
OG0005760,TVG,A7RWC9|ITPA_NEMVE Inosine triphosphate pyrophosphatase {ECO:0000255|HAMAP-Rule:MF_03148},Agalma elegans,PalmatGasmat,0.8959797247835323,526150,NA
OG0005776,TVG,Q9NQQ7|S35C2_HUMAN Solute carrier family 35 member C2,Agalma elegans,PalmatGasmat,0.764571162079401,511641,403b812d3605c1c3ec044ca6b044a006
OG0005784,TVG,Q7ZV60|BCS1_DANRE Mitochondrial chaperone BCS1,Agalma elegans,PalmatGasmat,0.901233074351957,545642,31312555172671131d21b4e50da4e4db
OG0005818,TVG,Q5E9C0|RSU1_BOVIN Ras suppressor protein 1,Agalma elegans,PalmatGasmat,0.9515067183865661,512425,NA
OG0005850,TVG,Q99PW4|PRPK_MOUSE TP53-regulating kinase,Agalma elegans,PalmatGasmat,0.8931316883289887,534476,NA
OG0005864,TVG,Q5RCN7|MFD4A_PONAB Major facilitator superfamily domain-containing protein 4A,Agalma elegans,PalmatGasmat,0.5004834920730258,560449,NA
OG0005901,TVG,P42335|IP3KB_RAT Inositol-trisphosphate 3-kinase B,Agalma elegans,PalmatGasmat,0.9274249644460385,533960,1db9894b040700ce4392dba405cc092c
OG0005910,TVG,"Q8K3F7|TDH_MOUSE L-threonine 3-dehydrogenase, mitochondrial",Agalma elegans,PalmatGasmat,0.3857128867028068,562338,NA
OG0006015,TVG,Q9NXX6|NSE4A_HUMAN Non-structural maintenance of chromosomes element 4 homolog A,Agalma elegans,PalmatGasmat,0.8348276143255503,570194,0e8e747f2790287a79d1fc0975531434
OG0006017,TVG,"Q99J39|DCMC_MOUSE Malonyl-CoA decarboxylase, mitochondrial",Agalma elegans,PalmatGasmat,0.9889971684231348,648628,0b20e5f2233781df1db0f314b98ec3b8
OG0006611,TVG,Q4VBW0|MTX3_DANRE Metaxin-3,Agalma elegans,PalmatGasmat,0.9047226844123817,523694,d22b32447be6b504639ce17e7967fdcb
OG0007106,TVG,Q9WU25|ADA1A_CAVPO Alpha-1A adrenergic receptor,Agalma elegans,PalmatGasmat,0.8915953684589392,651440,NA
OG0003685,TVG,Q9CWX9|DDX47_MOUSE Probable ATP-dependent RNA helicase DDX47,Agalma elegans,PalmatGasmat,0.9307412947810715,602326,NA
OG0005506,TVG,Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15,Agalma elegans,PalmatGasmat,0.9290892413538099,637558,a3952b424625874d0f4c0cf78bcc99f8
OG0005726,TVG,A7RHG8|WDR12_NEMVE Ribosome biogenesis protein WDR12 homolog {ECO:0000255|HAMAP-Rule:MF_03029},Agalma elegans,PalmatGasmat,0.9018587556194839,549624,7cdc74c023c1962369b02341dd21d870
OG0005747,TVG,Q5F480|ITPK1_CHICK Inositol-tetrakisphosphate 1-kinase,Agalma elegans,PalmatGasmat,0.9237891211489325,572292,b665dbc79bd088fb0adf5befd7e6bad3
OG0005789,TVG,Q9CYH6|RRS1_MOUSE Ribosome biogenesis regulatory protein homolog,Agalma elegans,PalmatGasmat,1.0021026506950843,573044,64b0f79147c07a75008efd22e7a4e3d6
OG0005794,TVG,Q8BP78|F10C1_MOUSE Protein FRA10AC1 homolog,Agalma elegans,PalmatGasmat,0.9066089666549049,604000,29a81e5b5f5acf2707838eb12639a164
OG0006104,TVG,"Q99N95|RM03_MOUSE 39S ribosomal protein L3, mitochondrial",Agalma elegans,PalmatGasmat,0.9326572429094657,584134,c2a0645afa4a9ffb3146949123b769cc
OG0006556,TVG,Q3TC46|PATL1_MOUSE Protein PAT1 homolog 1,Agalma elegans,PalmatGasmat,0.8552781606911694,538040,ac43f90b18691a069155aae114c66e93
OG0005852,TVG,Q5HZL1|ERI2_XENLA ERI1 exoribonuclease 2,Agalma elegans,PalmatGasmat,0.81045768024527165,626699,fafa747d672490840d4c47625d0b273c
OG0003608,TVG,Q925N0|SFXN5_MOUSE Sideroflexin-5,Agalma elegans,PalmatGasmat,1.2283985859305775,546073,4896b5509bb7c9e044d059612e517304
OG0005902,TVG,Q8IVN8|SBSPO_HUMAN Somatomedin-B and thrombospondin type-1 domain-containing protein,Agalma elegans,PalmatGasmat,1.2464502344005124,525177,d9b4a4eecf77bc6ae999530dc75ec773
OG0005928,TVG,Q6PUR6|GPN2_DANRE GPN-loop GTPase 2 {ECO:0000250|UniProtKB:Q9H9Y4},Agalma elegans,PalmatGasmat,0.8040577761864758,650463,NA
OG0005986,TVG,"Q6DJM2|TAM41_XENLA Phosphatidate cytidylyltransferase, mitochondrial",Agalma elegans,PalmatGasmat,0.8571315563828242,626697,NA
OG0006002,TVG,Q8BWM0|PGES2_MOUSE Prostaglandin E synthase 2,Agalma elegans,PalmatGasmat,0.9682307434408856,528772,NA
OG0006027,TVG,Q9CWR0|ARHGP_MOUSE Rho guanine nucleotide exchange factor 25,Agalma elegans,PalmatGasmat,0.9632668454909992,552358,5448cf1355e2d218fc8b9142c33474e5
OG0006033,TVG,Q5T2R2|DPS1_HUMAN Decaprenyl-diphosphate synthase subunit 1,Agalma elegans,PalmatGasmat,0.820576169506613,550548,dd25e09867d570dd3364f17b180b9c16
OG0006056,TVG,Q76LW2|H6ST2_CHICK Heparan-sulfate 6-O-sulfotransferase 2,Agalma elegans,PalmatGasmat,0.6597932322335933,586804,59488f387e90e64507d3efeae9700040
OG0006107,TVG,Q9P2Q2|FRM4A_HUMAN FERM domain-containing protein 4A,Agalma elegans,PalmatGasmat,0.7249192399133491,547145,3f2ad988fed0f818479851edb59ed044
OG0006116,TVG,Q8UVY2|BRX1_XENLA Ribosome biogenesis protein BRX1 homolog,Agalma elegans,PalmatGasmat,0.83965719834047,578804,NA
OG0006123,TVG,Q9NYL9|TMOD3_HUMAN Tropomodulin-3,Agalma elegans,PalmatGasmat,1.1128236587197955,580032,02e7e70cea1fcbcdd07265e55057253c
OG0006133,TVG,Q6DJ05|P2R3C_XENTR Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma,Agalma elegans,PalmatGasmat,0.7817939855315064,599379,151cd956ee47757aa0f7c7468d663d6e
OG0006196,TVG,Q6GN21|N2C1A_XENLA Nuclear receptor subfamily 2 group C member 1-A,Agalma elegans,PalmatGasmat,0.4523505147495887,520879,NA
OG0006197,TVG,Q9D552|SPT17_MOUSE Spermatogenesis-associated protein 17,Agalma elegans,PalmatGasmat,0.8624095596433287,545502,NA
OG0006220,TVG,Q8R9X8|SYW_CALS4 Tryptophan--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_00140},Agalma elegans,PalmatGasmat,0.8025942153933567,581895,7d4af95ef77a3e3edf8b70bff8402343
OG0006258,TVG,Q8IW45|NNRD_HUMAN ATP-dependent (S)-NAD(P)H-hydrate dehydratase {ECO:0000255|HAMAP-Rule:MF_03157},Agalma elegans,PalmatGasmat,0.9579509534322301,518401,NA
OG0006261,TVG,Q9WTQ8|TIM23_MOUSE Mitochondrial import inner membrane translocase subunit Tim23,Agalma elegans,PalmatGasmat,0.9953491892323878,555753,NA
OG0006289,TVG,Q8TB37|NUBPL_HUMAN Iron-sulfur protein NUBPL,Agalma elegans,PalmatGasmat,0.7735386930287622,621773,NA
OG0005384,TVG,Q6P5M2|WDR61_DANRE WD repeat-containing protein 61,Agalma elegans,PalmatGasmat,0.766444868150707,560576,NA
OG0005749,TVG,Q5HZV9|PP1R7_RAT Protein phosphatase 1 regulatory subunit 7,Agalma elegans,PalmatGasmat,0.7759881296686288,624906,910baaaa7c4d9c6f7ca329213da1afe6
OG0006066,TVG,Q9CZJ1|UTP11_MOUSE Probable U3 small nucleolar RNA-associated protein 11,Agalma elegans,PalmatGasmat,0.9018992135739116,521323,087fc9af98f839f7f4c95988eddfe87e
OG0006204,TVG,Q5RDE9|LERL1_PONAB Leptin receptor overlapping transcript-like 1,Agalma elegans,PalmatGasmat,0.8797121146673009,559079,NA
OG0006205,TVG,Q18246|RAP1_CAEEL Ras-related protein Rap-1,Agalma elegans,PalmatGasmat,0.8532164115508123,644524,NA
OG0006214,TVG,Q9P6K1|SFT2_SCHPO Protein transport protein sft2,Agalma elegans,PalmatGasmat,0.8974650174360457,612938,NA
OG0006240,TVG,Q66JJ4|TM10A_XENTR tRNA methyltransferase 10 homolog A,Agalma elegans,PalmatGasmat,0.8979358968380224,544376,ed6f9d86769154e3e456dd64d5e836a9
OG0006278,TVG,"Q94K73|SYFM_ARATH Phenylalanine--tRNA ligase, chloroplastic/mitochondrial {ECO:0000305}",Agalma elegans,PalmatGasmat,0.7963924931365293,523454,NA
OG0006282,TVG,Q8NEZ2|VP37A_HUMAN Vacuolar protein sorting-associated protein 37A,Agalma elegans,PalmatGasmat,0.8212856026562686,539257,124d717bf51667bfa7672a8d16db3f62
OG0006300,TVG,Q8I7Z2|DAD1_ARAVE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 {ECO:0000250|UniProtKB:Q9VLM5},Agalma elegans,PalmatGasmat,0.8987153606073008,572004,NA
OG0006692,TVG,"B8JMH0|CAF17_DANRE Putative transferase CAF17 homolog, mitochondrial",Agalma elegans,PalmatGasmat,0.6662172743997599,521405,238d3acdc03b0ea1b32a180cf1ed7ed4
OG0006344,TVG,Q8BTK5|SMYD4_MOUSE SET and MYND domain-containing protein 4,Agalma elegans,PalmatGasmat,0.8047879395306661,541322,e88b98efa3b7d9a936043c291ac5bf89
OG0007220,TVG,Q922H7|RSLBB_MOUSE Ras-like protein family member 11B,Agalma elegans,PalmatGasmat,1.0019564975948467,571143,NA
OG0004022,TVG,Q503V9|ENDUB_DANRE Poly(U)-specific endoribonuclease-B,Agalma elegans,PalmatGasmat,1.2711044605532131,575937,a4e950a1a3700f233c95cb5768a50dbb
OG0006293,TVG,Q923S9|RAB30_MOUSE Ras-related protein Rab-30,Agalma elegans,PalmatGasmat,1.0324029055016481,528090,c4d184b6898ad43694dfe6dec2427061
OG0006295,TVG,Q8BXK4|BMT2_MOUSE Probable methyltransferase BMT2 homolog {ECO:0000255|HAMAP-Rule:MF_03044},Agalma elegans,PalmatGasmat,0.9504966948445439,621957,a70656c5e449d9fb9d51e115560475cf
OG0006322,TVG,Q6PHF0|CHM1A_DANRE Charged multivesicular body protein 1a,Agalma elegans,PalmatGasmat,0.8250991135190302,570667,NA
OG0006391,TVG,Q6GMK6|TSN9_DANRE Tetraspanin-9,Agalma elegans,PalmatGasmat,0.5822003345837355,578441,NA
OG0006410,TVG,"Q5XJY4|PARL_MOUSE Presenilins-associated rhomboid-like protein, mitochondrial",Agalma elegans,PalmatGasmat,0.8362617478906593,607713,NA
OG0004071,TVG,Q90Z06|PRI1A_XENLA Prickle-like protein 1-A,Agalma elegans,PalmatGasmat,0.7650265536484189,619709,6dc78813eb055b59342906c118fa8ea7
OG0006409,TVG,Q9D0M0|EXOS7_MOUSE Exosome complex exonuclease RRP42,Agalma elegans,PalmatGasmat,0.8827103736646604,575855,effa73626877b9cd2c92f4f2a5aa784f
OG0006427,TVG,Q8K1E6|ALKB3_MOUSE Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 {ECO:0000305},Agalma elegans,PalmatGasmat,0.8071629375133911,567555,21cbcc3111b7ac2c7f2f32deaa5359e7
OG0006497,TVG,Q5XKA2|TIM21_XENLA Mitochondrial import inner membrane translocase subunit Tim21,Agalma elegans,PalmatGasmat,0.9721739738625439,648697,3f92ff9a19a323e03ac993fdd7cd117a
OG0006501,TVG,Q91428|GATA3_DANRE Transcription factor GATA-3,Agalma elegans,PalmatGasmat,1.3271033595734298,631148,NA
OG0006505,TVG,Q805B4|TISDB_XENLA mRNA decay activator protein ZFP36L2-B {ECO:0000305},Agalma elegans,PalmatGasmat,1.0720054895302584,529465,NA
OG0006526,TVG,Q96S52|PIGS_HUMAN GPI transamidase component PIG-S,Agalma elegans,PalmatGasmat,0.7001919905994209,563243,33a84a386dcf2ccb648593327761e527
OG0006566,TVG,Q9Z1Z6|ILKAP_RAT Integrin-linked kinase-associated serine/threonine phosphatase 2C,Agalma elegans,PalmatGasmat,0.9027334071131963,570083,NA
OG0006594,TVG,"Q9EP89|LACTB_MOUSE Serine beta-lactamase-like protein LACTB, mitochondrial",Agalma elegans,PalmatGasmat,0.8119243639772692,522761,NA
OG0005836,TVG,Q6TH47|STBPA_DANRE STAM-binding protein-like A,Agalma elegans,PalmatGasmat,0.8425314210739807,628004,a6ce83824d4a116baf04b1f7a31a88e6
OG0006443,TVG,Q05826|CEBPB_CHICK CCAAT/enhancer-binding protein beta,Agalma elegans,PalmatGasmat,0.9603191501644119,595719,NA
OG0006479,TVG,Q9Y3C6|PPIL1_HUMAN Peptidyl-prolyl cis-trans isomerase-like 1,Agalma elegans,PalmatGasmat,0.891420674403427,648462,NA
OG0006527,TVG,Q6AYK2|JMJD6_RAT Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,Agalma elegans,PalmatGasmat,0.8927589615729764,593518,894a58e9301e5bd192afdc5c72fabbc0
OG0006570,TVG,Q8C5P5|NT5D1_MOUSE 5'-nucleotidase domain-containing protein 1,Agalma elegans,PalmatGasmat,0.9416553799960202,611706,15be1426790fe30ffb1fb1c055b54fcc
OG0006603,TVG,P15589|STS_RAT Steryl-sulfatase,Agalma elegans,PalmatGasmat,0.8169124011757882,628234,e85a416b9c50fb144a7d526efd83af1f
OG0006604,TVG,A8TX70|CO6A5_HUMAN Collagen alpha-5(VI) chain,Agalma elegans,PalmatGasmat,0.6268512615390412,616471,NA
OG0006645,TVG,Q9Z125|CR3L1_MOUSE Cyclic AMP-responsive element-binding protein 3-like protein 1,Agalma elegans,PalmatGasmat,0.7017807752579973,542004,NA
OG0006662,TVG,Q92843|B2CL2_HUMAN Bcl-2-like protein 2,Agalma elegans,PalmatGasmat,0.8774795939615846,515764,e9fad7024050df8cad596d8cc136a578
OG0006689,TVG,Q96ME1|FXL18_HUMAN F-box/LRR-repeat protein 18,Agalma elegans,PalmatGasmat,0.776904469516888,562643,61c5e124ab4b09a71b5a2accefdd7194
OG0007036,TVG,Q6IV56|RN141_DANRE RING finger protein 141,Agalma elegans,PalmatGasmat,0.78695458895363,563961,41b8848d75089ac5e53f31a8d03cf06c
OG0006311,TVG,Q9Z0L8|GGH_MOUSE Gamma-glutamyl hydrolase,Agalma elegans,PalmatGasmat,0.4305206960965048,576946,1f4562a9c0aee5471e07ae56f54ac674
OG0006534,TVG,Q9BRU9|UTP23_HUMAN rRNA-processing protein UTP23 homolog,Agalma elegans,PalmatGasmat,0.8970726229369473,568252,NA
OG0006550,TVG,Q6DKN2|OTX2B_XENLA Homeobox protein OTX2-B,Agalma elegans,PalmatGasmat,1.0672673932796677,648594,9a59617431cd5c31573a44f211074eb6
OG0006653,TVG,Q6DC39|DESI2_DANRE Desumoylating isopeptidase 2,Agalma elegans,PalmatGasmat,1.0087204860642502,534879,3413410dca8738f2460aed4125e07399
OG0006658,TVG,Q8IVL1|NAV2_HUMAN Neuron navigator 2,Agalma elegans,PalmatGasmat,0.8013356590242485,648563,54506880b8aca77ca3e3442d8cdd54bb
OG0006660,TVG,"Q9D273|MMAB_MOUSE Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial",Agalma elegans,PalmatGasmat,0.7560938145705226,627899,NA
OG0006709,TVG,Q2HJH8|CK070_BOVIN Uncharacterized protein C11orf70 homolog,Agalma elegans,PalmatGasmat,0.7745403365945907,602540,NA
OG0006718,TVG,Q7LGA3|HS2ST_HUMAN Heparan sulfate 2-O-sulfotransferase 1,Agalma elegans,PalmatGasmat,0.8715442597586732,570850,NA
OG0006731,TVG,Q9R0A8|HAUS1_RAT HAUS augmin-like complex subunit 1,Agalma elegans,PalmatGasmat,0.726174301880841,640831,NA
OG0006736,TVG,Q6NXR4|TTI2_HUMAN TELO2-interacting protein 2,Agalma elegans,PalmatGasmat,0.6650952850806955,521930,8fc14467af78aa4e1c0476e405a23efa
OG0006766,TVG,Q9ESL9|FGF20_MOUSE Fibroblast growth factor 20,Agalma elegans,PalmatGasmat,0.9706286411839798,512638,NA
OG0006771,TVG,Q2KN98|CYTSA_MOUSE Cytospin-A,Agalma elegans,PalmatGasmat,0.9667735954219758,560497,NA
OG0006779,TVG,Q6GQ33|CMKMT_XENLA Calmodulin-lysine N-methyltransferase,Agalma elegans,PalmatGasmat,0.8813943303198822,551882,NA
OG0006783,TVG,Q8N8E3|CE112_HUMAN Centrosomal protein of 112 kDa,Agalma elegans,PalmatGasmat,0.7595719980146759,509095,6d64fe4cfac7e6e820586733ad52b805
OG0006788,TVG,Q6DCU7|HIKES_XENLA Protein Hikeshi,Agalma elegans,PalmatGasmat,0.8396041125676995,582405,058b6c9b9e4cb00b5010b25c726e3123
OG0006693,TVG,Q6DGZ0|GPT11_DANRE G patch domain-containing protein 11,Agalma elegans,PalmatGasmat,0.8468765842795634,633219,a14bbb08e69b00de751c2171ef6b0f1b
OG0004197,TVG,Q8K4G1|LTBP4_MOUSE Latent-transforming growth factor beta-binding protein 4,Agalma elegans,PalmatGasmat,0.8579310616295757,538721,NA
OG0006747,TVG,Q6RVD7|SX21B_DANRE Transcription factor Sox-21-B {ECO:0000303|PubMed:15037315},Agalma elegans,PalmatGasmat,0.636717338922031,596808,44a690531feaac3460cc0a11c3322964
OG0006814,TVG,Q28CX0|ELP6_XENTR Elongator complex protein 6,Agalma elegans,PalmatGasmat,0.8155461743428497,525822,NA
OG0006827,TVG,Q9EP82|WDR4_MOUSE tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 {ECO:0000255|HAMAP-Rule:MF_03056},Agalma elegans,PalmatGasmat,0.8801720888932931,549207,22436946df70898bd00f44d69d61dcff
OG0006854,TVG,"Q9D1B9|RM28_MOUSE 39S ribosomal protein L28, mitochondrial",Agalma elegans,PalmatGasmat,1.0691956396144535,519956,NA
OG0006859,TVG,Q96MH2|HEXI2_HUMAN Protein HEXIM2,Agalma elegans,PalmatGasmat,0.8295283724378192,615600,3f424c2939f738883aa6acc3f86b5e89
OG0006865,TVG,Q9C086|IN80B_HUMAN INO80 complex subunit B,Agalma elegans,PalmatGasmat,0.8971538548402898,517089,1d82096e0d57407e06df7233c14df46a
OG0006871,TVG,Q54JH4|P2XE_DICDI P2X receptor E,Agalma elegans,PalmatGasmat,0.9366130583208903,633998,ed57b42627e9cd60978a8475c22c1fd8
OG0006818,TVG,Q8R456|OPN4_RAT Melanopsin,Agalma elegans,PalmatGasmat,0.5136943843547722,535416,c1f4d59ca570d087e69c069afa31131e
OG0006903,TVG,Q8J025|APCD1_HUMAN Protein APCDD1,Agalma elegans,PalmatGasmat,0.5938790457589991,520723,11eb6144aa6654e3ddb898480d2ea99e
OG0006932,TVG,"Q9CQL5|RM18_MOUSE 39S ribosomal protein L18, mitochondrial",Agalma elegans,PalmatGasmat,0.8033129612514969,541641,3c632798175cee9258aac54f7f5b399a
OG0006935,TVG,Q9WVM7|AIMP2_CRIGR Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Agalma elegans,PalmatGasmat,0.9746723988013383,510688,72ffbdd2b25b6fc429cad579205430a8
OG0006949,TVG,Q9WTJ2|OVOL1_MOUSE Putative transcription factor Ovo-like 1,Agalma elegans,PalmatGasmat,0.97233372693602,548726,NA
OG0006962,TVG,"Q6DH02|RM24_DANRE Probable 39S ribosomal protein L24, mitochondrial",Agalma elegans,PalmatGasmat,0.8569134282982461,562910,e962c51a4617072a600ce87e165d63a7
OG0006972,TVG,Q99JX1|TAF11_MOUSE Transcription initiation factor TFIID subunit 11,Agalma elegans,PalmatGasmat,0.8385003248015058,583534,NA
OG0006978,TVG,"Q95SS8|TMM70_DROME Transmembrane protein 70 homolog, mitochondrial",Agalma elegans,PalmatGasmat,0.8790752639198522,606169,NA
OG0006980,TVG,Q6P7N4|HMCES_XENTR Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein,Agalma elegans,PalmatGasmat,0.79919280687088,577162,NA
OG0006986,TVG,Q8SSI7|CHS1_ENCCU Chitin synthase 1,Agalma elegans,PalmatGasmat,1.0881336222596114,556659,NA
OG0006987,TVG,Q7Z5U6|WDR53_HUMAN WD repeat-containing protein 53,Agalma elegans,PalmatGasmat,0.9442900182555902,560777,NA
OG0007262,TVG,"Q02486|ABF2_YEAST ARS-binding factor 2, mitochondrial",Agalma elegans,PalmatGasmat,0.9144852234097606,575522,NA
OG0006841,TVG,"Q3SZX5|RM22_BOVIN 39S ribosomal protein L22, mitochondrial",Agalma elegans,PalmatGasmat,0.8605487782968414,623979,NA
OG0006906,TVG,Q8BG58|P4HTM_MOUSE Transmembrane prolyl 4-hydroxylase,Agalma elegans,PalmatGasmat,0.4610931733535569,591235,0e30fb46b64cf25496c32afcf6a80063
OG0006988,TVG,Q8NE22|SETD9_HUMAN SET domain-containing protein 9,Agalma elegans,PalmatGasmat,0.8308753093776918,564107,0bde4dbad0c6a8587fe333a3ae2afc7a
OG0006993,TVG,Q8VBV7|CSN8_MOUSE COP9 signalosome complex subunit 8,Agalma elegans,PalmatGasmat,0.8963024928723078,530040,3a7d38888f23a2cbc7b11871c71b488e
OG0006996,TVG,Q969H0|FBXW7_HUMAN F-box/WD repeat-containing protein 7 {ECO:0000305},Agalma elegans,PalmatGasmat,0.9701787798175007,534092,bab116ef6eee45178464c4ea78404d6d
OG0007001,TVG,Q9BUZ4|TRAF4_HUMAN TNF receptor-associated factor 4,Agalma elegans,PalmatGasmat,0.7920511852116295,619453,194e1d3849e250b0bce91aed54ddf85d
OG0007012,TVG,Q99P31|HPBP1_MOUSE Hsp70-binding protein 1,Agalma elegans,PalmatGasmat,0.8387113441910244,626262,0f11d65c092a536e445aadadde4b410d
OG0007027,TVG,Q9EP71|RAI14_MOUSE Ankycorbin,Agalma elegans,PalmatGasmat,0.8555634071518677,619454,958cdc4fdde7c23a909c31bf8be4457a
OG0007052,TVG,Q07326|PIGF_HUMAN Phosphatidylinositol-glycan biosynthesis class F protein,Agalma elegans,PalmatGasmat,0.9572414123986737,626588,NA
OG0006901,TVG,"Q6P4F2|FDX2_HUMAN Ferredoxin-2, mitochondrial {ECO:0000303|PubMed:20547883}",Agalma elegans,PalmatGasmat,0.835677204116282,637572,NA
OG0006934,TVG,Q9BWL3|CA043_HUMAN Uncharacterized protein C1orf43,Agalma elegans,PalmatGasmat,0.823408011667034,626143,cb28047ff6e215169ab7c7eea3dc6a00
OG0006956,TVG,Q6GNL4|RSG1_XENLA REM2- and Rab-like small GTPase 1,Agalma elegans,PalmatGasmat,0.6848090388328328,613329,c61e7f1cccfe5a21b58d89baa56056c3
OG0007032,TVG,Q28FE2|MED31_XENTR Mediator of RNA polymerase II transcription subunit 31,Agalma elegans,PalmatGasmat,0.7493439315664696,594700,NA
OG0007045,TVG,Q2TBI0|LBP_BOVIN Lipopolysaccharide-binding protein,Agalma elegans,PalmatGasmat,0.4122334644187334,633281,5ab97109be12df26c9b05824fe177d4a
OG0007060,TVG,Q9CQU8|IMP1L_MOUSE Mitochondrial inner membrane protease subunit 1,Agalma elegans,PalmatGasmat,0.932587565571043,638661,NA
OG0007063,TVG,Q9JHS3|LTOR2_MOUSE Ragulator complex protein LAMTOR2,Agalma elegans,PalmatGasmat,0.8888922196648742,561298,NA
OG0007089,TVG,Q9IA78|T2AG_PAROL Transcription initiation factor IIA subunit 2,Agalma elegans,PalmatGasmat,0.9741709993111605,560798,NA
OG0007122,TVG,Q9Y3C4|TPRKB_HUMAN EKC/KEOPS complex subunit TPRKB,Agalma elegans,PalmatGasmat,0.8532347512878118,631581,ef400f3a70c83158e630a261ff9d6e3d
OG0007168,TVG,Q9D8N6|LIN37_MOUSE Protein lin-37 homolog,Agalma elegans,PalmatGasmat,0.8226701422314274,558774,f991d3ccaf5dc58d9674d2ce351f079c
OG0007193,TVG,Q1LZ78|NTPCR_BOVIN Cancer-related nucleoside-triphosphatase homolog,Agalma elegans,PalmatGasmat,0.5567002716633603,516173,NA
OG0007100,TVG,Q9VDS6|SURF6_DROME Surfeit locus protein 6 homolog,Agalma elegans,PalmatGasmat,0.9440452436669079,650958,7bb3f47788a62472d6862e014f050589
OG0007148,TVG,Q5T8I9|HENMT_HUMAN Small RNA 2'-O-methyltransferase,Agalma elegans,PalmatGasmat,0.70548741530348,598458,81556a30e392116711dd190552515dcd
OG0007149,TVG,"Q6NTS3|RT24A_XENLA 28S ribosomal protein S24-A, mitochondrial",Agalma elegans,PalmatGasmat,0.9126353838591718,626698,a04b97d387bc53efbbc60dfcdb187573
OG0003814,TVG,Q01085|TIAR_HUMAN Nucleolysin TIAR,Agalma elegans,PalmatGasmat,0.8167480230441808,601266,NA
OG0007210,TVG,Q8NB59|SYT14_HUMAN Synaptotagmin-14,Agalma elegans,PalmatGasmat,0.8295784308893294,565966,NA
