sequence_ids,species,zooid,blast_hit,GO_term,gene_tree
525619,Agalma elegans,Pneumatophore,Q11005|MMP11_XENLA Stromelysin-3,GO:0031012;GO:0004222;GO:0050728;GO:0005615;GO:0008270;GO:0016021;GO:0006508;GO:0030574;GO:0030198;GO:1904807;GO:1904109;GO:1904000;GO:1900036;GO:0042395;GO:0042308;GO:0010286;GO:1903427;GO:0002164;GO:0008340;GO:0050829;GO:0040017;GO:0010628;GO:0044419,NA
578512,Agalma elegans,Pneumatophore,Q8NFF2|NCKX4_HUMAN Sodium/potassium/calcium exchanger 4,GO:0008273;GO:0035725;GO:0005887;GO:0071805;GO:0098656;GO:0005623;GO:0006874;GO:0070588;GO:0005262,1a0c96caf843da648f9b7f73a403ee0d
552173,Agalma elegans,Pneumatophore,,NA,NA
620487,Agalma elegans,Pneumatophore,Q6DHR3|RG1BA_DANRE Ras-GEF domain-containing family member 1B-A,GO:0007264;GO:0005085;GO:0017016,9ed3dda286e9692d2710d5957d6dcada
550992,Agalma elegans,Pneumatophore,,NA,NA
570144,Agalma elegans,Pneumatophore,,NA,NA
566704,Agalma elegans,Pneumatophore,,NA,NA
580037,Agalma elegans,Pneumatophore,Q5VT25|MRCKA_HUMAN Serine/threonine-protein kinase MRCK alpha,GO:0004674;GO:0006468;GO:0016021;GO:0035556;GO:0005524;GO:0016477;GO:0030036;GO:0046872,NA
592779,Agalma elegans,Pneumatophore,Q8JG38|FGFR2_DANRE Fibroblast growth factor receptor 2,GO:0005007;GO:0008543;GO:0030133;GO:0005794;GO:0008284;GO:0005783;GO:0005887;GO:0018108;GO:0043235;GO:0005524;GO:0017134;GO:0048471;GO:0005764;GO:0009898;GO:0009986;GO:0042802;GO:0005634;GO:0005925;GO:0043552;GO:0008083;GO:0005576;GO:0010518;GO:0042531;GO:0004908;GO:0097191;GO:0070374;GO:0046777;GO:0007275;GO:0110148;GO:0000165;GO:0048640;GO:0050680;GO:0071863;GO:0071695;GO:0061430;GO:0001503;GO:0031398;GO:0061448;GO:0072148;GO:0010712;GO:0043525;GO:0036342;GO:0048857;GO:0046850;GO:0035019;GO:0007267;GO:0045879;GO:0030501;GO:0045670;GO:0002009;GO:0048678;GO:0060322;GO:0001936;GO:0090263;GO:0031098;GO:0051961;GO:0045839;GO:0010721;GO:0002064;GO:0120039;GO:0000904;GO:0000122;GO:0120036;GO:0035988;GO:0003416;GO:0051897;GO:0019221;GO:0045597,NA
535618,Agalma elegans,Pneumatophore,A8TX70|CO6A5_HUMAN Collagen alpha-5(VI) chain,NA,NA
646547,Agalma elegans,Pneumatophore,"P43090|HEM0_OPSTA 5-aminolevulinate synthase, erythroid-specific, mitochondrial",GO:0003870;GO:0033014;GO:0005759;GO:0006778;GO:0030170;GO:0005654;GO:0005829;GO:0005743;GO:0042802;GO:0046148;GO:0001666;GO:0051188,ac5db5cf04d906de0f4a3f2c4140be73
540826,Agalma elegans,Pneumatophore,A2ASS6|TITIN_MOUSE Titin,NA,NA
552174,Agalma elegans,Pneumatophore,,NA,NA
555675,Agalma elegans,Pneumatophore,,NA,NA
537389,Agalma elegans,Pneumatophore,O15085|ARHGB_HUMAN Rho guanine nucleotide exchange factor 11,GO:0005089;GO:0035556;GO:0005737;GO:0005840;GO:0016021;GO:0006412;GO:0046872;GO:0003735,68b86e2336198559462315d99eebc9ff
560955,Agalma elegans,Pneumatophore,,NA,NA
510418,Agalma elegans,Pneumatophore,,NA,NA
579622,Agalma elegans,Pneumatophore,,NA,NA
511105,Agalma elegans,Pneumatophore,P69478|CHSTB_RAT Carbohydrate sulfotransferase 11,GO:0008146;GO:0000139;GO:0016051;GO:0030206;GO:0036342;GO:0007585;GO:0002063;GO:0016021;GO:0042733;GO:0048703;GO:0030512;GO:0001701;GO:0048589;GO:0009791;GO:0033037;GO:0043066;GO:0042127;GO:0030208,NA
594452,Agalma elegans,Pneumatophore,Q92563|TICN2_HUMAN Testican-2,GO:0005509,e39109ecff2c5438f35660c642eca80b
594673,Agalma elegans,Pneumatophore,Q7ZWG6|PCFT_DANRE Proton-coupled folate transporter,NA,ea77439727d74a84021cc39bac8783d8
593899,Agalma elegans,Pneumatophore,Q5RC90|NCS1_PONAB Neuronal calcium sensor 1,GO:0005509;GO:0048752;GO:0043204;GO:0030426;GO:0016021;GO:0007399,NA
608564,Agalma elegans,Pneumatophore,P23142|FBLN1_HUMAN Fibulin-1,NA,NA
555421,Agalma elegans,Pneumatophore,"P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic",GO:0004329;GO:0055114;GO:0005737;GO:0004488;GO:0009257;GO:0009113;GO:0005524;GO:0016787,fcacb94e6f320e88e89c6ada99ba590a
566688,Agalma elegans,Pneumatophore,Q868Z9|PPN_DROME Papilin,NA,NA
519615,Agalma elegans,Pneumatophore,Q9Y5W5|WIF1_HUMAN Wnt inhibitory factor 1,NA,NA
598862,Agalma elegans,Pneumatophore,,NA,NA
513030,Agalma elegans,Pneumatophore,P43234|CATO_HUMAN Cathepsin O,GO:0008234;GO:0006508;GO:0005764;GO:0005615;GO:0004869;GO:0052548;GO:0097208;GO:0044257;GO:0004175;GO:0036464;GO:0010466;GO:0030108;GO:0008656;GO:0070324;GO:0005829;GO:0016021;GO:0004177;GO:0008236;GO:0010813;GO:0060448;GO:0010815;GO:0001913;GO:0043129;GO:0097067;GO:0070371;GO:0031648;GO:0032526;GO:0010634;GO:2001235;GO:0045766;GO:0010952;GO:0002764;GO:0008284;GO:0043066;GO:0006915;GO:0010628;GO:0051604,NA
587135,Agalma elegans,Pneumatophore,P70490|MFGM_RAT Lactadherin,NA,NA
638549,Agalma elegans,Pneumatophore,Q5RF67|SFRP3_PONAB Secreted frizzled-related protein 3,NA,NA
536577,Agalma elegans,Pneumatophore,Q60803|TRAF3_MOUSE TNF receptor-associated factor 3,GO:0005164;GO:0033209;GO:0005829;GO:0042981;GO:0009898;GO:0008270;GO:0005634;GO:0008063;GO:0004842;GO:0050688;GO:0032088;GO:0031625;GO:0005794;GO:0016021;GO:0031996;GO:0045087;GO:0042802;GO:0001817;GO:0003677;GO:0050694;GO:0007250;GO:0046328;GO:0051865;GO:0001878;GO:0044419;GO:0043122;GO:0070534;GO:0032874;GO:0051092;GO:0009247,NA
608884,Agalma elegans,Pneumatophore,,NA,NA
536029,Agalma elegans,Pneumatophore,Q9UVZ8|ACT_CANDC Actin,NA,NA
644265,Agalma elegans,Pneumatophore,Q9HBW1|LRRC4_HUMAN Leucine-rich repeat-containing protein 4,NA,NA
583969,Agalma elegans,Pneumatophore,,NA,NA
560634,Agalma elegans,Pneumatophore,Q5R5T8|SVOP_PONAB Synaptic vesicle 2-related protein,NA,8bf590d186f9f152e8ad425233a92b7b
510233,Agalma elegans,Pneumatophore,,NA,NA
618942,Agalma elegans,Pneumatophore,Q9WUK5|INHBC_RAT Inhibin beta C chain,GO:0008083;GO:0005576;GO:0007165,a784b31d5a50a1bbc2a842ba8b52d2ec
637563,Agalma elegans,Pneumatophore,Q9GZZ6|ACH10_HUMAN Neuronal acetylcholine receptor subunit alpha-10,NA,NA
560935,Agalma elegans,Pneumatophore,,NA,NA
591580,Agalma elegans,Pneumatophore,,NA,NA
572361,Agalma elegans,Pneumatophore,,NA,NA
628835,Agalma elegans,Pneumatophore,,NA,NA
511301,Agalma elegans,Pneumatophore,,NA,NA
651246,Agalma elegans,Pneumatophore,,NA,NA
614732,Agalma elegans,Pneumatophore,"P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating",GO:0004616;GO:0019521;GO:0005829;GO:0050661;GO:0071821;GO:0006098;GO:0008114;GO:0046982;GO:0016021;GO:0003743;GO:0019322;GO:0046176;GO:0050829;GO:0006413;GO:0010629;GO:0044419,NA
520782,Agalma elegans,Pneumatophore,,NA,NA
513722,Agalma elegans,Pneumatophore,,NA,NA
621903,Agalma elegans,Pneumatophore,Q54J48|PDX2_DICDI Probable pyridoxal 5'-phosphate synthase subunit pdx2,GO:0042823;GO:0004359;GO:1903600;GO:0005829;GO:0036381;GO:0046982;GO:0008614;GO:0006541,baf58220c0eb1b1031a177a08656bfe4
630390,Agalma elegans,Pneumatophore,P29146|NECA_HYDVU PC3-like endoprotease variant A,GO:0004252;GO:0006508;GO:0005615;GO:0030133;GO:0043005;GO:0042445;GO:0051604;GO:0042802;GO:0016020;GO:0006518;GO:0043604;GO:1901566;GO:0048840;GO:0001654;GO:0007420;GO:0043009,NA
552484,Agalma elegans,Pneumatophore,P55115|NAS15_CAEEL Zinc metalloproteinase nas-15,GO:0004222;GO:0006508;GO:0016020;GO:0008270;GO:0005615;GO:0018996;GO:0048251;GO:0019825;GO:0030246;GO:0020037;GO:0005509,NA
576663,Agalma elegans,Pneumatophore,,NA,NA
618758,Agalma elegans,Pneumatophore,D3YXS5|KIF28_MOUSE Kinesin-like protein KIF28P,GO:0003777;GO:0007018;GO:0005871;GO:0008017;GO:0005874;GO:0048917;GO:0048918;GO:1990535;GO:0005524;GO:0030225;GO:0008298;GO:0048675;GO:0030425;GO:0030424;GO:0031966;GO:0016021;GO:0016887;GO:0030705;GO:0051656;GO:0007005;GO:0016192,NA
649061,Agalma elegans,Pneumatophore,,NA,NA
601028,Agalma elegans,Pneumatophore,,NA,NA
513737,Agalma elegans,Pneumatophore,B2BS84|VKT_AUSLA Putative Kunitz-type serine protease inhibitor,NA,e112a60f1f63b057a9781adb64f902f8
600924,Agalma elegans,Pneumatophore,,NA,NA
550081,Agalma elegans,Pneumatophore,,NA,NA
630586,Agalma elegans,Pneumatophore,Q91Z46|DUS7_MOUSE Dual specificity protein phosphatase 7,GO:0008138;GO:0000188;GO:0005654;GO:0005829;GO:0033549;GO:0006470;GO:0004725,99bdea8be9717ee4c9351c198d0993ad
642405,Agalma elegans,Pneumatophore,,NA,NA
524328,Agalma elegans,Pneumatophore,B3EWY9|MLP_ACRMI Mucin-like protein {ECO:0000303|PubMed:23765379},NA,7f47e85e3f18df71ea4f1b743907472e
621430,Agalma elegans,Pneumatophore,,NA,NA
613448,Agalma elegans,Pneumatophore,A7X3V4|VKT1_TELDH Kunitz-type serine protease inhibitor kunitoxin-Tel1,NA,63223eefce02743f4d2948bbca0a2087
638222,Agalma elegans,Pneumatophore,Q05360|WHITE_LUCCU Protein white,NA,NA
539335,Agalma elegans,Pneumatophore,,NA,NA
530726,Agalma elegans,Pneumatophore,,NA,NA
509025,Agalma elegans,Pneumatophore,,NA,NA
632335,Agalma elegans,Pneumatophore,Q6JZS3|CP1A1_ORYLA Cytochrome P450 1A1,NA,ba5d9694cb1737465f56d78fded01d77
601100,Agalma elegans,Pneumatophore,,NA,NA
584196,Agalma elegans,Pneumatophore,Q99N01|SO4A1_RAT Solute carrier organic anion transporter family member 4A1,GO:0055085;GO:0016021,NA
619006,Agalma elegans,Pneumatophore,A9JTH1|NCLDA_DANRE Neurocalcin-delta A,NA,NA
510917,Agalma elegans,Pneumatophore,Q2TE74|PCS2_LOTJA Glutathione gamma-glutamylcysteinyltransferase 2,GO:0016756;GO:0046938;GO:0005739;GO:0010038;GO:0046872;GO:0016021;GO:0042302;GO:0061687;GO:0071241;GO:1990748;GO:0006950,NA
632334,Agalma elegans,Pneumatophore,Q5KQT7|CP1A1_FELCA Cytochrome P450 1A1,NA,ba5d9694cb1737465f56d78fded01d77
560315,Agalma elegans,Pneumatophore,Q91WM2|CECR5_MOUSE Cat eye syndrome critical region protein 5 homolog,NA,NA
577541,Agalma elegans,Pneumatophore,O94739|CALM_PLEOS Calmodulin,GO:0019722;GO:0005509,NA
601928,Agalma elegans,Pneumatophore,P13797|PLST_HUMAN Plastin-3,GO:0051017;GO:0051015;GO:1990357;GO:0005903;GO:0005509;GO:1902896;GO:0001951;GO:0032532;GO:0040018;GO:0032432;GO:1903078;GO:0005884;GO:0051639,bcf1b9516ed8dee618284017db9c81cc
524260,Agalma elegans,Pneumatophore,Q17R14|MYO1D_BOVIN Unconventional myosin-Id,GO:0016459;GO:0003779;GO:0048803;GO:0003774;GO:0005524;GO:0071907;GO:0005938;GO:0005902;GO:0031982;GO:0043204;GO:0001891;GO:0030175;GO:0031256;GO:0030027;GO:0030898;GO:0030425;GO:0005546;GO:0005623;GO:0007498;GO:0012505;GO:0005576;GO:0005516;GO:0044877;GO:0043325;GO:0016021;GO:0005547;GO:0030050;GO:0120117;GO:0071976;GO:0061966;GO:0007015;GO:0038096;GO:0060287;GO:0071910;GO:0035469;GO:0003146;GO:0002456;GO:0031589;GO:0006887;GO:0015031,NA
615353,Agalma elegans,Pneumatophore,,NA,NA
613265,Agalma elegans,Pneumatophore,Q795M8|YUGO_BACSU Putative potassium channel protein YugO,NA,NA
554512,Agalma elegans,Pneumatophore,,NA,NA
570162,Agalma elegans,Pneumatophore,G4SLH0|TTN1_CAEEL Titin homolog {ECO:0000303|PubMed:12381307},GO:0007411;GO:0005886;GO:0007155,6b472935b15b810eaf721b6f62a4cadc
565917,Agalma elegans,Pneumatophore,Q99XR4|GLFT_STRP1 Glutamate formimidoyltransferase,GO:0005542;GO:0016740,2c9481d605c8fdc42a61c90a050729c5
522335,Agalma elegans,Pneumatophore,A4IFM3|DR9C7_BOVIN Short-chain dehydrogenase/reductase family 9C member 7,GO:0035238;GO:0016491;GO:0016021;GO:0005788;GO:0005789;GO:0001754;GO:0060041;GO:0042803;GO:0016887;GO:0005524;GO:0055114;GO:0042574;GO:0035138;GO:0031017;GO:0042572;GO:0035050;GO:0060173;GO:0001501;GO:0048598;GO:0048546;GO:0031018;GO:0060047;GO:0014032;GO:0061371;GO:1904888;GO:0003007;GO:0060562;GO:0030855;GO:0043009;GO:0008202,NA
530840,Agalma elegans,Pneumatophore,,NA,NA
606519,Agalma elegans,Pneumatophore,Q91496|FOS_TETFL Proto-oncogene c-Fos,NA,c4dca6e17c671801cbccf5b8b07bfc3b
645329,Agalma elegans,Pneumatophore,"P30038|AL4A1_HUMAN Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",GO:0003842;GO:0010133;GO:0005759;GO:0016620;GO:0042802;GO:0016021;GO:0055114,NA
552730,Agalma elegans,Pneumatophore,,NA,NA
568436,Agalma elegans,Pneumatophore,,NA,NA
551521,Agalma elegans,Pneumatophore,P82968|MCPI_MELCP Four-domain proteases inhibitor,NA,NA
600732,Agalma elegans,Pneumatophore,,NA,NA
571263,Agalma elegans,Pneumatophore,P09648|CATL1_CHICK Cathepsin L1,GO:0008234;GO:0006508;GO:0005764;GO:0005615;GO:0004175;GO:0044257;GO:0009897;GO:0030984;GO:0042393;GO:0043204;GO:0005902;GO:0004180;GO:0042277;GO:0097655;GO:0016324;GO:0001968;GO:0010839;GO:0043394;GO:0046697;GO:0030141;GO:0044877;GO:0031069;GO:0004177;GO:0035091;GO:0005730;GO:0043005;GO:0005771;GO:0048102;GO:0060008;GO:0034698;GO:0062023;GO:0060441;GO:0006590;GO:0016021;GO:0051384;GO:0010259;GO:0021675;GO:0009749;GO:0007283;GO:0009267;GO:1990834;GO:0097067;GO:0051604;GO:0030574;GO:2000249;GO:0002250,NA
591238,Agalma elegans,Pneumatophore,Q5G265|NETR_SAGLB Neurotrypsin,NA,NA
634655,Agalma elegans,Pneumatophore,Q96RW7|HMCN1_HUMAN Hemicentin-1,NA,NA
579761,Agalma elegans,Pneumatophore,,NA,NA
649531,Agalma elegans,Pneumatophore,Q9DBD2|MARH8_MOUSE E3 ubiquitin-protein ligase MARCH8,NA,NA
524196,Agalma elegans,Pneumatophore,,NA,NA
539276,Agalma elegans,Pneumatophore,"O75342|LX12B_HUMAN Arachidonate 12-lipoxygenase, 12R-type",GO:0016702;GO:0051122;GO:0019372;GO:0019369;GO:0046872;GO:0055114;GO:0004096;GO:0030258;GO:0020037;GO:0098869,NA
643018,Agalma elegans,Pneumatophore,Q8R143|PTTG_MOUSE Pituitary tumor-transforming gene 1 protein-interacting protein,GO:0016021,NA
535597,Agalma elegans,Pneumatophore,Q62687|S6A18_RAT Sodium-dependent neutral amino acid transporter B(0)AT3,GO:0005328;GO:0006836;GO:0005887;GO:0055085;GO:0015820;GO:0015824;GO:0008021;GO:0030054;GO:0005298;GO:0032328;GO:0015807;GO:0015193;GO:0015893,NA
619077,Agalma elegans,Pneumatophore,P16273|PRPX_HORVU Pathogen-related protein,NA,35fb98772ffc3920b49b7577cf3a0d36
620734,Agalma elegans,Pneumatophore,Q9H6X2|ANTR1_HUMAN Anthrax toxin receptor 1,GO:0038023;GO:0016021,600436290aec69a82a9d4566f3109d31
514573,Agalma elegans,Pneumatophore,,NA,NA
554408,Agalma elegans,Pneumatophore,Q0IHU9|PRUN2_XENTR Protein prune homolog 2,NA,NA
571769,Agalma elegans,Pneumatophore,,NA,NA
548813,Agalma elegans,Pneumatophore,,NA,NA
584831,Agalma elegans,Pneumatophore,P55112|NAS4_CAEEL Zinc metalloproteinase nas-4,GO:0004222;GO:0006508;GO:0016020;GO:0008270;GO:0018996;GO:0051604;GO:0008236;GO:0006518;GO:0005509;GO:0044267;GO:0003723;GO:0043050;GO:0060465;GO:0007165,45e5e74205a7f937b95a22eb2d1da4b2
560633,Agalma elegans,Pneumatophore,Q9Z2I7|SVOP_RAT Synaptic vesicle 2-related protein,NA,8bf590d186f9f152e8ad425233a92b7b
513456,Agalma elegans,Pneumatophore,Q08CS6|MOXD2_DANRE DBH-like monooxygenase protein 2 homolog,NA,NA
557228,Agalma elegans,Pneumatophore,,NA,NA
611839,Agalma elegans,Pneumatophore,,NA,NA
549168,Agalma elegans,Pneumatophore,Q9EQV6|TPP1_RAT Tripeptidyl-peptidase 1,GO:0004252;GO:0006508;GO:0055037;GO:0045121;GO:0070198;GO:0005764;GO:0045453;GO:0120146;GO:0008240;GO:0035727;GO:0050885;GO:0005794;GO:0007040;GO:0046872;GO:0030855;GO:0043171;GO:0007399,NA
578928,Agalma elegans,Pneumatophore,,NA,NA
508843,Agalma elegans,Pneumatophore,,NA,NA
604973,Agalma elegans,Pneumatophore,O35817|AKA14_RAT A-kinase anchor protein 14,GO:0016301;GO:0016310;GO:0005952;GO:0005930;GO:0034237,e7e9b4b6058c6490187046b8871b5802
515950,Agalma elegans,Pneumatophore,,NA,NA
529595,Agalma elegans,Pneumatophore,,NA,NA
581503,Agalma elegans,Pneumatophore,Q03364|FGFR2_XENLA Fibroblast growth factor receptor 2,NA,NA
638926,Agalma elegans,Pneumatophore,,NA,NA
522077,Agalma elegans,Pneumatophore,,NA,NA
545995,Agalma elegans,Pneumatophore,Q9GLY5|ITIH3_RABIT Inter-alpha-trypsin inhibitor heavy chain H3,NA,NA
606810,Agalma elegans,Pneumatophore,Q5F4B2|SWP70_CHICK Switch-associated protein 70,NA,a93e86f4487119ecc15e6f20a9fb6cd8
516767,Agalma elegans,Pneumatophore,Q9BRS8|LARP6_HUMAN La-related protein 6,GO:1990904;GO:0006396;GO:0003723;GO:0005634;GO:0016021,7f496c7484e3aae41d64d1511ab758c6
525562,Agalma elegans,Pneumatophore,,NA,NA
546129,Agalma elegans,Pneumatophore,Q8QGW7|LITAF_CHICK Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog,NA,NA
616747,Agalma elegans,Pneumatophore,,NA,NA
543107,Agalma elegans,Pneumatophore,Q8CG64|FKRP_MOUSE Fukutin-related protein,NA,57bdfa3677a4a240c394c243bbcf6cbd
524025,Agalma elegans,Pneumatophore,P40480|HOS4_YEAST Protein HOS4,NA,NA
586041,Agalma elegans,Pneumatophore,,NA,NA
530571,Agalma elegans,Pneumatophore,Q8R508|FAT3_RAT Protocadherin Fat 3,NA,NA
637486,Agalma elegans,Pneumatophore,O73755|GREM1_CHICK Gremlin-1,NA,NA
630176,Agalma elegans,Pneumatophore,"P79110|TXTP_BOVIN Tricarboxylate transport protein, mitochondrial",GO:0005347;GO:0015867;GO:0016021;GO:0005739;GO:0071913;GO:0015746;GO:0055085;GO:0006839;GO:0007528;GO:0010821;GO:0034330,NA
602090,Agalma elegans,Pneumatophore,,NA,NA
609603,Agalma elegans,Pneumatophore,,NA,NA
625554,Agalma elegans,Pneumatophore,,NA,NA
571768,Agalma elegans,Pneumatophore,,NA,NA
510386,Agalma elegans,Pneumatophore,P21333|FLNA_HUMAN Filamin-A,NA,NA
521004,Agalma elegans,Pneumatophore,P42289|DRD1_XENLA D(1A) dopamine receptor,NA,NA
564225,Agalma elegans,Pneumatophore,,NA,NA
552463,Agalma elegans,Pneumatophore,,NA,NA
620684,Agalma elegans,Pneumatophore,,NA,NA
621367,Agalma elegans,Pneumatophore,B4MBU8|CISD2_DROVI CDGSH iron-sulfur domain-containing protein 2 homolog,NA,NA
576291,Agalma elegans,Pneumatophore,O08688|CAN5_MOUSE Calpain-5,GO:0004198;GO:0006508,NA
523841,Agalma elegans,Pneumatophore,,NA,NA
604077,Agalma elegans,Pneumatophore,P98198|AT8B2_HUMAN Phospholipid-transporting ATPase ID,GO:0140326;GO:0015914;GO:0016021;GO:0000287;GO:0005794;GO:0005524;GO:0005886;GO:0007030;GO:0001669;GO:0034204;GO:0071683;GO:0055085;GO:0050911;GO:0005929;GO:0008525;GO:0015267;GO:0032880;GO:0016787,NA
625983,Agalma elegans,Pneumatophore,,NA,NA
538323,Agalma elegans,Pneumatophore,,NA,NA
562880,Agalma elegans,Pneumatophore,Q9UBX3|DIC_HUMAN Mitochondrial dicarboxylate carrier,GO:0006839;GO:0005347;GO:0031966;GO:0015867;GO:0016021;GO:0015291;GO:0005654;GO:0015131;GO:0015141;GO:0015140;GO:0015117;GO:0055085;GO:0015114;GO:0015116;GO:0019866;GO:0015729;GO:0005840;GO:0015744;GO:0015743;GO:0015709;GO:0003735;GO:0008272;GO:0006817;GO:0006412,NA
550383,Agalma elegans,Pneumatophore,F6ZQ54|TRI13_XENTR Tripartite motif containing 13,NA,NA
510114,Agalma elegans,Pneumatophore,,NA,NA
583260,Agalma elegans,Pneumatophore,P35556|FBN2_HUMAN Fibrillin-2,NA,NA
622225,Agalma elegans,Pneumatophore,,NA,NA
614395,Agalma elegans,Pneumatophore,,NA,NA
526789,Agalma elegans,Pneumatophore,,NA,NA
580537,Agalma elegans,Pneumatophore,,NA,NA
596918,Agalma elegans,Pneumatophore,Q9JI74|KLHL1_MOUSE Kelch-like protein 1,NA,NA
551275,Agalma elegans,Pneumatophore,,NA,NA
509841,Agalma elegans,Pneumatophore,"O00116|ADAS_HUMAN Alkyldihydroxyacetonephosphate synthase, peroxisomal",GO:0008609;GO:0008611;GO:0042579;GO:0071949;GO:0016491;GO:0005730;GO:0055114;GO:0003735;GO:0005840;GO:0006412,NA
586046,Agalma elegans,Pneumatophore,,NA,NA
630260,Agalma elegans,Pneumatophore,Q55FK2|RAB6_DICDI Ras-related protein Rab-6,NA,ac505d910cac0b830f2af3ec098bc0d7
544389,Agalma elegans,Pneumatophore,O22943|STL1_ARATH Probable glycosyltransferase STELLO1 {ECO:0000303|PubMed:27277162},GO:2001009;GO:0016740;GO:0005802;GO:0042802;GO:0052324;GO:0005768;GO:0000139;GO:0016021,NA
640548,Agalma elegans,Pneumatophore,,NA,NA
594677,Agalma elegans,Pneumatophore,,NA,NA
595884,Agalma elegans,Pneumatophore,Q8IWU6|SULF1_HUMAN Extracellular sulfatase Sulf-1,GO:0008484,f6126d5e908c3a2f7fac8bc2d2c8397d
536229,Agalma elegans,Pneumatophore,,NA,NA
628797,Agalma elegans,Pneumatophore,Q9H4G4|GAPR1_HUMAN Golgi-associated plant pathogenesis-related protein 1,GO:0005576;GO:0010718;GO:0042803;GO:0000139;GO:0010634;GO:0070374,NA
642587,Agalma elegans,Pneumatophore,Q6NTY6|EGR1B_XENLA Early growth response protein 1-B,GO:0060059;GO:0005634;GO:0003677;GO:0048703;GO:0046872;GO:0005737;GO:0000981;GO:1990841;GO:0006357;GO:0032922;GO:0045893,NA
549379,Agalma elegans,Pneumatophore,P22897|MRC1_HUMAN Macrophage mannose receptor 1,NA,NA
555625,Agalma elegans,Pneumatophore,Q6R5J2|DISP1_DANRE Protein dispatched homolog 1,NA,9033b0e6315e62a256f6d18e6eaef97f
538849,Agalma elegans,Pneumatophore,Q9Z1Z0|USO1_MOUSE General vesicular transport factor p115,GO:0048280;GO:0000139;GO:0006886;GO:0012507;GO:0005795;GO:0048211;GO:0005783;GO:0045056;GO:0001650;GO:0048471;GO:0005829;GO:0006888;GO:0032252;GO:1900076;GO:0007030;GO:0007264;GO:0016021,NA
637972,Agalma elegans,Pneumatophore,P18461|FGFR2_CHICK Fibroblast growth factor receptor 2,GO:0004713;GO:0018108;GO:0043235;GO:0005887;GO:0019199;GO:0000799;GO:0007169;GO:0005856;GO:0000779;GO:0030097;GO:0005524;GO:0030154;GO:0042393;GO:0003682;GO:0030424;GO:1902911;GO:0033674;GO:0043560;GO:0016500;GO:0005044;GO:0004568;GO:0098797;GO:0010032;GO:0007076;GO:0051304;GO:0035556;GO:0014068;GO:0051897;GO:0032869;GO:0042593;GO:0043410;GO:0006032;GO:0006897;GO:0016998,NA
575711,Agalma elegans,Pneumatophore,Q6ZMP0|THSD4_HUMAN Thrombospondin type-1 domain-containing protein 4,NA,NA
616975,Agalma elegans,Pneumatophore,Q99MR9|PPR3A_MOUSE Protein phosphatase 1 regulatory subunit 3A,NA,NA
637610,Agalma elegans,Pneumatophore,,NA,NA
529037,Agalma elegans,Pneumatophore,,NA,NA
612427,Agalma elegans,Pneumatophore,Q17QK8|SPRE_BOVIN Sepiapterin reductase,NA,f162ad1ab8002b99044174b87fc635f9
584194,Agalma elegans,Pneumatophore,Q9H2Y9|SO5A1_HUMAN Solute carrier organic anion transporter family member 5A1,NA,NA
551280,Agalma elegans,Pneumatophore,Q61282|PGCA_MOUSE Aggrecan core protein,NA,ce392c1f8610a599eedfb4fe96f82025
645950,Agalma elegans,Pneumatophore,Q16658|FSCN1_HUMAN Fascin,GO:0030674;GO:0007015;GO:0005856;GO:0051015;GO:0005737;GO:0016477,NA
556073,Agalma elegans,Pneumatophore,"Q16822|PCKGM_HUMAN Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",GO:0004613;GO:0006094;GO:0005829;GO:0005623;GO:0005739;GO:0005525;GO:0016310;GO:0009749;GO:0016301;GO:0048878;GO:0030145;GO:0046327;GO:0004612;GO:0071331;GO:0071549;GO:0070365;GO:0019543;GO:0042594;GO:0032869;GO:0019725;GO:0090664,NA
601376,Agalma elegans,Pneumatophore,P34975|OPRK_RAT Kappa-type opioid receptor,NA,NA
537779,Agalma elegans,Pneumatophore,,NA,NA
523208,Agalma elegans,Pneumatophore,,NA,NA
525755,Agalma elegans,Pneumatophore,,NA,NA
