Orthogroup,class,Common_blast,species,tissue,expression,Gene,gene_tree
OG0004968,SVG,Q9NXR5|ANR10_HUMAN Ankyrin repeat domain-containing protein 10,Agalma elegans,PalmatGasmat,0.6330266904836391,580134,063bde0d628661b38e68aa1e2487abdb
OG0003379,SVG,Q3UMM4|CDK10_MOUSE Cyclin-dependent kinase 10,Agalma elegans,PalmatGasmat,0.7157486601336358,647833,3961b5e3519a332d27b42d6d71f9a9de
OG0004205,SVG,Q9UNY4|TTF2_HUMAN Transcription termination factor 2,Agalma elegans,PalmatGasmat,0.760612313070409,575761,520d75baf01cf509565bd51d80eedf3b
OG0004869,SVG,"P45701|MA1A1_RABIT Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",Agalma elegans,PalmatGasmat,0.6956326823804619,541075,ee34111f3706d6bfc1ff1d17f8f9586e
OG0004875,SVG,Q5E9I8|DCA11_BOVIN DDB1- and CUL4-associated factor 11,Agalma elegans,PalmatGasmat,0.8329779798036289,606628,df36ca8048181080ac6aa10d318e2c08
OG0004885,SVG,Q9EQX4|AIF1L_MOUSE Allograft inflammatory factor 1-like,Agalma elegans,PalmatGasmat,0.6800001845259093,542212,NA
OG0004930,SVG,"A3QJU3|COQ8B_DANRE Atypical kinase COQ8B, mitochondrial {ECO:0000305}",Agalma elegans,PalmatGasmat,0.9305299302705632,515259,16d677bbc9d35482577bca687ff20a7d
OG0004964,SVG,Q8IYE1|CCD13_HUMAN Coiled-coil domain-containing protein 13 {ECO:0000305},Agalma elegans,PalmatGasmat,0.8267183436224825,631979,e6c1f4b1010cdd5568b5540a77a51b9c
OG0004998,SVG,Q5RH51|XYLK_DANRE Glycosaminoglycan xylosylkinase {ECO:0000250|UniProtKB:O75063},Agalma elegans,PalmatGasmat,0.6403945232984186,624660,8be4f8d319c07350ce1dbc57432703f6
OG0004866,SVG,Q91820|AURAA_XENLA Aurora kinase A-A,Agalma elegans,PalmatGasmat,0.7917656942578418,552989,NA
OG0004874,SVG,Q8JZQ9|EIF3B_MOUSE Eukaryotic translation initiation factor 3 subunit B {ECO:0000255|HAMAP-Rule:MF_03001},Agalma elegans,PalmatGasmat,0.9073739512860759,560614,5ec9fa8f62566820861a9d5b6de4aef9
OG0004920,SVG,Q9P2R6|RERE_HUMAN Arginine-glutamic acid dipeptide repeats protein,Agalma elegans,PalmatGasmat,0.8435710558852108,612299,NA
OG0004923,SVG,Q8R5C8|ZMY11_MOUSE Zinc finger MYND domain-containing protein 11,Agalma elegans,PalmatGasmat,0.8006076386391289,643795,07d93e88d4ca6979c472c7ed77848642
OG0004952,SVG,Q9NVR2|INT10_HUMAN Integrator complex subunit 10,Agalma elegans,PalmatGasmat,0.6470633503410153,564002,865a36143a85ef184f65c1dec808fd9f
OG0004955,SVG,"Q6AXQ5|PDE12_RAT 2',5'-phosphodiesterase 12",Agalma elegans,PalmatGasmat,0.7271117689963875,638601,NA
OG0005044,SVG,Q8WVS4|WDR60_HUMAN WD repeat-containing protein 60,Agalma elegans,PalmatGasmat,0.7627807636134383,539674,NA
OG0005015,SVG,Q5ZKQ6|DPOE2_CHICK DNA polymerase epsilon subunit 2,Agalma elegans,PalmatGasmat,0.7581519442407655,596267,30d78a2ea7a7a29c5ef1bbf61547069a
OG0005046,SVG,Q9Z2N8|ACL6A_MOUSE Actin-like protein 6A,Agalma elegans,PalmatGasmat,0.6983868841634823,578605,bba51e026cdef08751e175583609a094
OG0005048,SVG,Q8TD16|BICD2_HUMAN Protein bicaudal D homolog 2,Agalma elegans,PalmatGasmat,0.805830270798307,594726,cf4740bb989abf8df4fc61e17e73398c
OG0005082,SVG,Q6NUQ1|RINT1_HUMAN RAD50-interacting protein 1,Agalma elegans,PalmatGasmat,0.8338622976386096,616703,4b0a766c3fd54cc31e2d46cbbfd4a3df
OG0005111,SVG,Q6NTJ3|GWL_XENLA Serine/threonine-protein kinase greatwall,Agalma elegans,PalmatGasmat,0.7273802985346818,582964,30fd462bf6f4b0ba7fb94ad8d7a76c13
OG0004543,SVG,Q8N3Y7|RDHE2_HUMAN Epidermal retinol dehydrogenase 2,Agalma elegans,PalmatGasmat,1.0134625966292292,604113,26382438a5c7aaad062df323dae9e89f
OG0005087,SVG,Q5ZHN3|WIPI2_CHICK WD repeat domain phosphoinositide-interacting protein 2,Agalma elegans,PalmatGasmat,0.7871847068380489,601897,NA
OG0005108,SVG,Q95LR0|MAAT1_MACFA Protein MAATS1,Agalma elegans,PalmatGasmat,0.8352016474113116,597126,NA
OG0005113,SVG,Q7ZW86|CWC27_DANRE Peptidyl-prolyl cis-trans isomerase CWC27 homolog,Agalma elegans,PalmatGasmat,0.8218329079052816,526430,77287ac6cf1701192103deff94033193
OG0005133,SVG,O49923|ADK_PHYPA Adenosine kinase,Agalma elegans,PalmatGasmat,1.0511389691231663,643797,ba1e6ef0dc7258e8631b68db939e72d3
OG0005168,SVG,Q9BTV4|TMM43_HUMAN Transmembrane protein 43,Agalma elegans,PalmatGasmat,0.6803774794411099,592355,607fcae1e9e3d59293030908dee79dd7
OG0005189,SVG,Q96PV6|LENG8_HUMAN Leukocyte receptor cluster member 8,Agalma elegans,PalmatGasmat,0.6355958877985115,559880,51e08aa496f10022dcd0c5f0dd8b5dfc
OG0005190,SVG,Q68EF0|RAB3I_MOUSE Rab-3A-interacting protein,Agalma elegans,PalmatGasmat,0.9598423646259926,581031,dfc63d75509bbfa913aa2b2e81d2f563
OG0005255,SVG,Q3MII6|TBC25_HUMAN TBC1 domain family member 25,Agalma elegans,PalmatGasmat,0.6806403460549392,573109,8974e2096d87bdb5dff36e7041513b55
OG0005378,SVG,Q5R7K0|HSDL1_PONAB Inactive hydroxysteroid dehydrogenase-like protein 1,Agalma elegans,PalmatGasmat,0.9124053778209609,631474,7e002ce64ea70cf2179fdaf2869c7c35
OG0004839,SVG,Q8C092|TAF5_MOUSE Transcription initiation factor TFIID subunit 5,Agalma elegans,PalmatGasmat,0.8213071962708615,561651,81df19040364ad66689d4066c2569265
OG0005144,SVG,Q9HCN4|GPN1_HUMAN GPN-loop GTPase 1 {ECO:0000303|PubMed:20855544},Agalma elegans,PalmatGasmat,0.8554647142724223,515269,487dde8e1cd8ed16e949a32e780c411b
OG0005167,SVG,Q8D3M4|PHNW_VIBVU 2-aminoethylphosphonate--pyruvate transaminase {ECO:0000255|HAMAP-Rule:MF_01376},Agalma elegans,PalmatGasmat,1.0232068761083652,618478,NA
OG0005184,SVG,Q4R3J0|RTCA_MACFA RNA 3'-terminal phosphate cyclase,Agalma elegans,PalmatGasmat,0.6349074296325977,640803,NA
OG0005192,SVG,Q92504|S39A7_HUMAN Zinc transporter SLC39A7,Agalma elegans,PalmatGasmat,0.7456859400922313,646732,7b78488947f6274abba7159e7512c7dd
OG0005193,SVG,Q96S94|CCNL2_HUMAN Cyclin-L2,Agalma elegans,PalmatGasmat,0.7904241337372643,632473,1a9695b186bc197aaadc28b8ba4b2d57
OG0005204,SVG,Q9D554|SF3A3_MOUSE Splicing factor 3A subunit 3,Agalma elegans,PalmatGasmat,0.8975427816638049,543212,d1495bc3bf3a1451e662c24bc25d1c94
OG0005252,SVG,Q9P2Y5|UVRAG_HUMAN UV radiation resistance-associated gene protein,Agalma elegans,PalmatGasmat,0.8565234151692718,614205,742e395b5222ba31717ee1a935f15836
OG0005253,SVG,Q92643|GPI8_HUMAN GPI-anchor transamidase,Agalma elegans,PalmatGasmat,0.7474359979477245,546025,NA
OG0005319,SVG,Q8N9H8|MUT7_HUMAN Exonuclease mut-7 homolog,Agalma elegans,PalmatGasmat,0.7672015774129497,564021,5dbb62d4da50af09dafedeb7dcdb44c8
OG0005444,SVG,Q96IK5|GMCL1_HUMAN Germ cell-less protein-like 1,Agalma elegans,PalmatGasmat,0.7517344613706666,522981,NA
OG0005456,SVG,Q9JI38|PUS3_MOUSE tRNA pseudouridine(38/39) synthase,Agalma elegans,PalmatGasmat,0.7468063896487164,530127,9ddb6ff630407698886ce0c7996847b4
OG0003879,SVG,Q99P99|HDAC4_RAT Histone deacetylase 4,Agalma elegans,PalmatGasmat,0.8901166474929578,650920,02486940fb05bcb4f4be0da834cb6625
OG0005207,SVG,Q99797|MIPEP_HUMAN Mitochondrial intermediate peptidase,Agalma elegans,PalmatGasmat,0.9017601987536261,566186,NA
OG0005259,SVG,"Q5RC31|ETFA_PONAB Electron transfer flavoprotein subunit alpha, mitochondrial",Agalma elegans,PalmatGasmat,0.8994063548034053,626998,3c5e9c1de5ca557f2062cac3b3731af8
OG0005273,SVG,Q9VCA9|SPCS3_DROME Signal peptidase complex subunit 3,Agalma elegans,PalmatGasmat,0.9316094914827912,539737,NA
OG0005278,SVG,Q28CM8|ARFG2_XENTR ADP-ribosylation factor GTPase-activating protein 2,Agalma elegans,PalmatGasmat,0.8234088938096553,568091,0c73097fbeaca5359d22ecdad1bb72f8
OG0005280,SVG,Q5R4Q3|SEC62_PONAB Translocation protein SEC62,Agalma elegans,PalmatGasmat,0.8044832700638681,592091,NA
OG0005308,SVG,A7S8T5|CCD42_NEMVE Coiled-coil domain-containing protein 42 homolog {ECO:0000305},Agalma elegans,PalmatGasmat,0.7955752731230018,617965,4f9d9d7aa1bb247a428ef465ff2c95ee
OG0005374,SVG,Q6PB03|PLD3_XENLA Phospholipase D3,Agalma elegans,PalmatGasmat,1.1536032987240683,562937,NA
OG0005390,SVG,Q91857|TAF6_XENLA Transcription initiation factor TFIID subunit 6,Agalma elegans,PalmatGasmat,0.7233085101377076,647978,476326a35d41e055a2c51fe4d069c0e1
OG0005420,SVG,Q9QXE7|TBL1X_MOUSE F-box-like/WD repeat-containing protein TBL1X,Agalma elegans,PalmatGasmat,0.8178654412949967,571569,a6bd4f3b83510c4a0ca0e36d26abac79
OG0005424,SVG,Q6DE73|OGFD1_XENLA Prolyl 3-hydroxylase OGFOD1,Agalma elegans,PalmatGasmat,0.7813169920515631,644348,4c03c8ad483ebb52923c23f16453af7c
OG0005529,SVG,Q5XGG5|CCNF_XENTR Cyclin-F,Agalma elegans,PalmatGasmat,0.6163378123888533,613578,3f5c3c4f7f19e257b69593108999dcd8
OG0005583,SVG,Q5M7Q1|FLCN_XENTR Folliculin,Agalma elegans,PalmatGasmat,0.968337564776311,617727,6f8e4b93b7bd454753f04eaae9c58758
OG0005597,SVG,Q9EPS3|GLCE_MOUSE D-glucuronyl C5-epimerase,Agalma elegans,PalmatGasmat,0.8198046803078471,582552,c2827b2c7c6477c35e7fb694bc1fa9a9
OG0006071,SVG,Q63665|USF2_RAT Upstream stimulatory factor 2,Agalma elegans,PalmatGasmat,0.8245917952427094,631840,NA
OG0006367,SVG,Q99J47|DRS7B_MOUSE Dehydrogenase/reductase SDR family member 7B,Agalma elegans,PalmatGasmat,0.9772374175703998,643497,NA
OG0005109,SVG,Q99J62|RFC4_MOUSE Replication factor C subunit 4,Agalma elegans,PalmatGasmat,0.7307359502537986,644676,05ba56b66b2d8380cd37fecd2582b5be
OG0005233,SVG,Q2TBP4|POC1A_BOVIN POC1 centriolar protein homolog A,Agalma elegans,PalmatGasmat,0.739015258079241,525325,a49fd91690873629beb60bd1d44cb24b
OG0005272,SVG,Q9VT57|CDK8_DROME Cyclin-dependent kinase 8,Agalma elegans,PalmatGasmat,0.7563641145897605,542548,NA
OG0005356,SVG,Q8VEG6|CNO6L_MOUSE CCR4-NOT transcription complex subunit 6-like,Agalma elegans,PalmatGasmat,0.7394299625449964,565512,3d14e0eab1a0bb4939f15ff2942b5142
OG0005360,SVG,Q6PD83|BZW1A_DANRE Basic leucine zipper and W2 domain-containing protein 1-A,Agalma elegans,PalmatGasmat,0.9099835441547787,517087,NA
OG0005367,SVG,Q9BXR0|TGT_HUMAN Queuine tRNA-ribosyltransferase catalytic subunit 1 {ECO:0000255|HAMAP-Rule:MF_03218},Agalma elegans,PalmatGasmat,0.9156136802454855,532154,NA
OG0005379,SVG,Q9NWZ5|UCKL1_HUMAN Uridine-cytidine kinase-like 1,Agalma elegans,PalmatGasmat,0.6492729979946724,510932,badac2fa012c1fa69546f8c98ef73be9
OG0005385,SVG,Q9NPF5|DMAP1_HUMAN DNA methyltransferase 1-associated protein 1,Agalma elegans,PalmatGasmat,0.8015063314947757,632922,22afc2b8fbc20ea9326380318f1378cf
OG0005397,SVG,Q9D439|CFA53_MOUSE Cilia- and flagella-associated protein 53 {ECO:0000312|MGI:MGI:1921703},Agalma elegans,PalmatGasmat,1.0582280043870955,566730,dbc0f39d93358d3184682221bf9f7281
OG0005406,SVG,"Q9UKM7|MA1B1_HUMAN Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",Agalma elegans,PalmatGasmat,0.6101690603633793,650257,1399186dd85309c8fce5de9d44ba4ced
OG0005431,SVG,Q9NUP7|TRM13_HUMAN tRNA:m(4)X modification enzyme TRM13 homolog,Agalma elegans,PalmatGasmat,0.8564359787282807,552033,58db114d66b3fcc2ffadf80867a65c1f
OG0005458,SVG,Q63486|RRAGA_RAT Ras-related GTP-binding protein A {ECO:0000305},Agalma elegans,PalmatGasmat,0.8522329487304916,531869,NA
OG0005530,SVG,Q8N0Z6|TTC5_HUMAN Tetratricopeptide repeat protein 5,Agalma elegans,PalmatGasmat,0.7370359144935376,535670,90cc264be539815ce357b09b611a4729
OG0005544,SVG,Q17BU3|KIF1A_AEDAE Kinesin-like protein unc-104,Agalma elegans,PalmatGasmat,0.9746301822272495,625960,a15cfd7cf2348d03c61718b0ea613252
OG0005546,SVG,Q9JHW0|PSB7_RAT Proteasome subunit beta type-7,Agalma elegans,PalmatGasmat,0.8693931185848834,651835,NA
OG0005556,SVG,Q9H920|RN121_HUMAN RING finger protein 121,Agalma elegans,PalmatGasmat,0.9177757287929811,643501,8ca3b9edfba220a06ced5246b1766745
OG0005575,SVG,Q08C93|ABD12_DANRE Monoacylglycerol lipase ABHD12 {ECO:0000305},Agalma elegans,PalmatGasmat,0.9751847647780614,562505,47374fafe643a63cad03c868051278d0
OG0005599,SVG,Q9NZ01|TECR_HUMAN Very-long-chain enoyl-CoA reductase {ECO:0000305},Agalma elegans,PalmatGasmat,0.9648045466430362,613904,3f0dd7339cc43d41e2eb5d7971ed68da
OG0005701,SVG,Q8R368|DYXC1_MOUSE Dyslexia susceptibility 1 candidate gene 1 protein homolog,Agalma elegans,PalmatGasmat,0.7641442951970842,576531,b5dc4896b07489f44d13673289d9acd4
OG0004356,SVG,Q640B4|MUS81_XENTR Crossover junction endonuclease MUS81,Agalma elegans,PalmatGasmat,0.8050239770983166,554403,2f4fd48ab64a2843f3726c9764ac833b
OG0004991,SVG,Q4V920|PACN1_DANRE Protein kinase C and casein kinase substrate in neurons protein 1,Agalma elegans,PalmatGasmat,0.9634468666031872,630136,e39a75235d8b0c32d449236a25e78566
OG0005396,SVG,Q9H9A5|CNO10_HUMAN CCR4-NOT transcription complex subunit 10,Agalma elegans,PalmatGasmat,0.825914648155219,618323,eaa0db65c4a29b40784e106b661cd3c1
OG0005513,SVG,Q9H095|IQCG_HUMAN IQ domain-containing protein G,Agalma elegans,PalmatGasmat,0.9900778443778124,512842,NA
OG0005525,SVG,Q6TUD4|YIPF3_RAT Protein YIPF3,Agalma elegans,PalmatGasmat,0.6989061432644263,587631,23f8d47376c5538fe9f4bcc4460b2b53
OG0005572,SVG,Q99L90|MCRS1_MOUSE Microspherule protein 1,Agalma elegans,PalmatGasmat,0.7953653554562372,566413,NA
OG0005612,SVG,Q9D5L7|SPSB1_MOUSE SPRY domain-containing SOCS box protein 1,Agalma elegans,PalmatGasmat,0.6250343295571461,584312,NA
OG0005649,SVG,"Q8JIF5|ERAL1_CHICK GTPase Era, mitochondrial",Agalma elegans,PalmatGasmat,0.8472683792750954,588898,NA
OG0005661,SVG,Q92794|KAT6A_HUMAN Histone acetyltransferase KAT6A,Agalma elegans,PalmatGasmat,0.7986350614620045,640612,c8b3f476eb7a22a0f870cd72956f3c0e
OG0005682,SVG,Q8N5T2|TBC19_HUMAN TBC1 domain family member 19,Agalma elegans,PalmatGasmat,0.8192728687646291,515374,7c9eba871e3143954dc02e9412ab42af
OG0005688,SVG,Q923D5|WBP11_MOUSE WW domain-binding protein 11,Agalma elegans,PalmatGasmat,0.8081414245072767,557684,73ceb74b0883d07793a00017b9f15494
OG0005778,SVG,Q8C2L6|T161B_MOUSE Transmembrane protein 161B,Agalma elegans,PalmatGasmat,0.8900317608297957,634258,49ac29faf86ddf9ea44a677a32582827
OG0005855,SVG,Q32LM2|SGTA_BOVIN Small glutamine-rich tetratricopeptide repeat-containing protein alpha,Agalma elegans,PalmatGasmat,0.8222382123699413,624251,NA
OG0004032,SVG,Q6DCV0|WIPI4_XENLA WD repeat domain phosphoinositide-interacting protein 4,Agalma elegans,PalmatGasmat,0.8049265640307195,612180,NA
OG0005508,SVG,Q5DU02|UBP22_MOUSE Ubiquitin carboxyl-terminal hydrolase 22,Agalma elegans,PalmatGasmat,0.7876767638971223,595360,2f58155c59b32379166290a90e07a157
OG0005639,SVG,Q8N2K1|UB2J2_HUMAN Ubiquitin-conjugating enzyme E2 J2,Agalma elegans,PalmatGasmat,0.8573356176771897,548143,NA
OG0005640,SVG,Q9Y315|DEOC_HUMAN Deoxyribose-phosphate aldolase,Agalma elegans,PalmatGasmat,0.9872554377889347,546036,NA
OG0005642,SVG,Q6IP18|RFA2A_XENLA Replication protein A 32 kDa subunit-A,Agalma elegans,PalmatGasmat,0.7587193461217747,624278,68aa5cbe91f002794c289be98d191891
OG0005652,SVG,Q5RID7|SNX17_DANRE Sorting nexin-17,Agalma elegans,PalmatGasmat,0.8240414802927037,594959,84e18239e07bf51b70cfd7ca6be70530
OG0005657,SVG,Q9CS74|ECD_MOUSE Protein ecdysoneless homolog {ECO:0000250|UniProtKB:Q9W032},Agalma elegans,PalmatGasmat,0.7655997619016589,642227,c707acb6ee8e57f98bce3e1370269113
OG0005660,SVG,"Q96Q11|TRNT1_HUMAN CCA tRNA nucleotidyltransferase 1, mitochondrial",Agalma elegans,PalmatGasmat,0.7983746332324401,573151,NA
OG0005663,SVG,Q62902|LMAN1_RAT Protein ERGIC-53,Agalma elegans,PalmatGasmat,0.6688757688337338,612639,5e12e29ef1c5f51d2a32c33a42134072
OG0005664,SVG,Q8BRG8|TM209_MOUSE Transmembrane protein 209,Agalma elegans,PalmatGasmat,0.787433584234465,514530,70b017aed9cc2991b775805bc77f2bba
OG0005671,SVG,Q969G3|SMCE1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Agalma elegans,PalmatGasmat,0.7800298928234884,637989,be6e5041780ecb8dccd2fd92993d8b9e
OG0005678,SVG,Q8C1A5|THOP1_MOUSE Thimet oligopeptidase,Agalma elegans,PalmatGasmat,0.7890895258879403,613900,7eb102187eb66bfb8962fb994a0b011b
OG0005731,SVG,Q66II8|RU17_XENTR U1 small nuclear ribonucleoprotein 70 kDa,Agalma elegans,PalmatGasmat,0.8469567506976396,608235,NA
OG0005746,SVG,Q7T292|MFRN2_DANRE Mitoferrin-2,Agalma elegans,PalmatGasmat,0.8552902906751135,564629,f1b6cf90f6816b70a7555555630f3f8d
OG0005755,SVG,Q6IRP4|ABHDD_XENLA Protein ABHD13 {ECO:0000305},Agalma elegans,PalmatGasmat,0.7191475196985971,533937,NA
OG0005757,SVG,Q29RP8|KMT5B_BOVIN Histone-lysine N-methyltransferase KMT5B {ECO:0000305},Agalma elegans,PalmatGasmat,0.9358327870528842,578702,bb4c2ef27735333423d466acb9bbe88b
OG0005765,SVG,Q2TBG8|UCHL3_BOVIN Ubiquitin carboxyl-terminal hydrolase isozyme L3,Agalma elegans,PalmatGasmat,0.8366213213733573,575663,NA
OG0005807,SVG,Q9MAQ3|UBP11_ARATH Putative ubiquitin carboxyl-terminal hydrolase 11,Agalma elegans,PalmatGasmat,0.7758240329527232,517091,799054da6eea3ec03c2150d5962a6743
OG0005808,SVG,Q9BX40|LS14B_HUMAN Protein LSM14 homolog B,Agalma elegans,PalmatGasmat,0.8433011439259271,528825,3d5654667db137e42c757a0a73fd153f
OG0005811,SVG,Q9BUI4|RPC3_HUMAN DNA-directed RNA polymerase III subunit RPC3,Agalma elegans,PalmatGasmat,0.8707302007658182,589388,6d65a71c1159d0ee182d414c71a58dc0
OG0005813,SVG,Q9NVC6|MED17_HUMAN Mediator of RNA polymerase II transcription subunit 17,Agalma elegans,PalmatGasmat,0.7930989745576733,525685,e1d9aec6f3b1b14b1b6895742fcdf8e8
OG0005819,SVG,Q68FF0|K1841_MOUSE Uncharacterized protein KIAA1841,Agalma elegans,PalmatGasmat,0.8315511397488173,512058,7464d377b0223fc6a6f5d3d89107983f
OG0005845,SVG,Q6RFH5|WDR74_HUMAN WD repeat-containing protein 74,Agalma elegans,PalmatGasmat,0.6529332208823392,626050,33c3350b6f5ef11486b1182d70504b4a
OG0005854,SVG,Q8TBC4|UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit,Agalma elegans,PalmatGasmat,0.8436666878561334,569037,NA
OG0005858,SVG,Q5U5Q3|MEX3C_HUMAN RNA-binding E3 ubiquitin-protein ligase MEX3C,Agalma elegans,PalmatGasmat,0.6775600715929319,526006,1aa0bb89b0ee16809d4fde0cdc5fda0e
OG0005880,SVG,Q9QZN3|FBX8_MOUSE F-box only protein 8,Agalma elegans,PalmatGasmat,0.917668616118185,558628,1d44aa75ebe6ac2dd13682d3b9a48d63
OG0005922,SVG,Q28CZ7|ISPD_XENTR Isoprenoid synthase domain-containing protein,Agalma elegans,PalmatGasmat,0.9708548632589332,631279,aa62032f041d752a0e5bd25d4d2d7c96
OG0005943,SVG,P49642|PRI1_HUMAN DNA primase small subunit,Agalma elegans,PalmatGasmat,0.6752305718046342,560238,79812ee02493c3db910c8a9201e18de0
OG0005965,SVG,Q6GR37|MET16_XENLA Methyltransferase-like protein 16,Agalma elegans,PalmatGasmat,0.7768839574147018,525300,NA
OG0005996,SVG,Q803V5|LST8_DANRE Target of rapamycin complex subunit lst8,Agalma elegans,PalmatGasmat,0.8775056719755667,597466,NA
OG0006006,SVG,Q4R5T4|RNF32_MACFA RING finger protein 32,Agalma elegans,PalmatGasmat,0.824739725927508,613354,NA
OG0006200,SVG,Q9NRH2|SNRK_HUMAN SNF-related serine/threonine-protein kinase,Agalma elegans,PalmatGasmat,0.7701272388889895,527465,b637b21bcbcc66a32965e06962a652aa
OG0006296,SVG,Q7ZXV8|ZN207_XENLA BUB3-interacting and GLEBS motif-containing protein ZNF207 {ECO:0000250|UniProtKB:O43670},Agalma elegans,PalmatGasmat,0.8252740962743652,520031,NA
OG0005631,SVG,Q9VTF9|UFD1_DROME Ubiquitin fusion degradation protein 1 homolog,Agalma elegans,PalmatGasmat,0.8530559308743328,572262,dab6996c5779c31f92a5bd0dc771b2d2
OG0005676,SVG,Q9D0N7|CAF1B_MOUSE Chromatin assembly factor 1 subunit B,Agalma elegans,PalmatGasmat,0.7781333069363199,617340,d93059d1fbf535414de9a9439a3e86c4
OG0005704,SVG,Q6AXT8|SF3A2_RAT Splicing factor 3A subunit 2,Agalma elegans,PalmatGasmat,0.8399123287133216,516904,bed688400d4847bb7e1e09db937b33be
OG0005737,SVG,Q7ZTZ2|RLP24_DANRE Probable ribosome biogenesis protein RLP24,Agalma elegans,PalmatGasmat,0.9653356103435261,617864,NA
OG0005744,SVG,P97368|MEIS3_MOUSE Homeobox protein Meis3,Agalma elegans,PalmatGasmat,0.6253392115916424,515334,NA
OG0005767,SVG,Q5XJS5|THOC6_DANRE THO complex subunit 6 homolog,Agalma elegans,PalmatGasmat,0.7295228311783167,641155,b45f5355fce6aff87b55af17f49f38e5
OG0005800,SVG,Q9CQJ4|RING2_MOUSE E3 ubiquitin-protein ligase RING2,Agalma elegans,PalmatGasmat,0.7944277903289982,648680,NA
OG0005823,SVG,X1WER2|UBA5_DANRE Ubiquitin-like modifier-activating enzyme 5,Agalma elegans,PalmatGasmat,0.7408335805695502,519417,NA
OG0005834,SVG,Q8VDY4|EFCB7_MOUSE EF-hand calcium-binding domain-containing protein 7,Agalma elegans,PalmatGasmat,0.8576548616263168,553714,45e3248515e5104ebc90d562f50ea79f
OG0005840,SVG,Q91W96|APC4_MOUSE Anaphase-promoting complex subunit 4,Agalma elegans,PalmatGasmat,0.800348008970488,600431,cdfae0e0606d9c13477b4ca1e9347b74
OG0005856,SVG,Q9QYW3|PHOCN_RAT MOB-like protein phocein,Agalma elegans,PalmatGasmat,0.7601622289141282,546295,NA
OG0005868,SVG,Q5RDD2|PR38A_PONAB Pre-mRNA-splicing factor 38A,Agalma elegans,PalmatGasmat,0.7877285388568296,587322,NA
OG0005888,SVG,Q7ZVJ6|QTRT2_DANRE Queuine tRNA-ribosyltransferase accessory subunit 2 {ECO:0000255|HAMAP-Rule:MF_03043},Agalma elegans,PalmatGasmat,0.8017101127208146,640974,690777bfb63d86dd8aae0a7d71b18d44
OG0005947,SVG,Q05B18|SHQ1_XENTR Protein SHQ1 homolog,Agalma elegans,PalmatGasmat,0.8188359748483199,515494,NA
OG0005964,SVG,Q9QXP4|DONS_MOUSE Protein downstream neighbor of Son,Agalma elegans,PalmatGasmat,0.8156788381055136,636141,c5a1c666bf9deb5d664caa7282343fa4
OG0005971,SVG,A1L1C7|PAN3_XENTR PAB-dependent poly(A)-specific ribonuclease subunit PAN3 {ECO:0000255|HAMAP-Rule:MF_03181},Agalma elegans,PalmatGasmat,0.8056567776689493,594303,4a19855c62fa2626a789fe900ce63f85
OG0005982,SVG,Q9CZ28|SNF8_MOUSE Vacuolar-sorting protein SNF8,Agalma elegans,PalmatGasmat,0.8327215513583711,538226,NA
OG0005987,SVG,P51868|CASQ2_RAT Calsequestrin-2,Agalma elegans,PalmatGasmat,0.7936665696271655,575625,NA
OG0005995,SVG,Q9I8J6|EBP2_XENLA Probable rRNA-processing protein EBP2,Agalma elegans,PalmatGasmat,0.9367059451582386,643214,NA
OG0006012,SVG,Q922H9|ZN330_MOUSE Zinc finger protein 330,Agalma elegans,PalmatGasmat,0.9951837840468369,629853,NA
OG0006063,SVG,Q96P11|NSUN5_HUMAN Probable 28S rRNA (cytosine-C(5))-methyltransferase,Agalma elegans,PalmatGasmat,0.8306031946903168,591113,b1219db784a2d5e1e205e28931b948b4
OG0006114,SVG,Q8IY50|S35F3_HUMAN Putative thiamine transporter SLC35F3 {ECO:0000305},Agalma elegans,PalmatGasmat,0.8761814721184508,510083,41d6aca0109806f61d62e29ce74cfcf9
OG0006121,SVG,O60921|HUS1_HUMAN Checkpoint protein HUS1,Agalma elegans,PalmatGasmat,0.8892769453545343,534608,NA
OG0006122,SVG,Q5W1J5|FOXP1_XENLA Forkhead box protein P1,Agalma elegans,PalmatGasmat,0.8004456315354321,616627,NA
OG0006152,SVG,Q9JJ78|TOPK_MOUSE Lymphokine-activated killer T-cell-originated protein kinase,Agalma elegans,PalmatGasmat,0.642375799777092,618644,eeda207c1bbc1c08d0a00270e299ba0f
OG0006155,SVG,Q92117|TBP_PROFL TATA-box-binding protein,Agalma elegans,PalmatGasmat,0.8630213549537501,594769,NA
OG0006602,SVG,Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Agalma elegans,PalmatGasmat,0.7878029588474271,532393,4d298b9ca0137e1a33258bec76ca9154
